@relation yeast-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RandomProjection-N7-R72-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
0.121244,-2.407551,-1.351,-2.147743,-2.598076,0.415692,2.632717,ME1
0.138564,-2.268987,-1.281718,-2.026499,-2.528794,0.277128,2.442192,EXC
-0.069282,-2.424871,-1.247077,-1.922576,-2.546115,0.34641,2.303628,MIT
-0.103923,-2.199705,-0.69282,-1.645448,-2.009179,0.554256,1.472243,CYT
0,-2.165064,-1.02191,-1.784012,-2.268987,0.103923,1.939897,MIT
-0.051962,-2.217025,-0.987269,-1.784012,-2.234346,0.277128,1.905256,MIT
-0.069282,-2.494153,-1.489564,-2.04382,-2.73664,0.450333,2.667358,ME2
-0.086603,-2.615397,-1.489564,-2.147743,-2.73664,0.173205,2.771281,ME2
-0.155885,-2.39023,-1.36832,-1.853294,-2.615397,0.381051,2.355589,ME2
-0.017321,-2.199705,-0.710141,-1.801333,-1.957217,0.519615,1.645448,ME3
0.034641,-1.905256,-0.640859,-1.489564,-1.957217,0.554256,1.264397,VAC
0.051962,-1.991858,-0.917987,-1.402961,-2.424871,0.190526,1.454923,NUC
0.173205,-2.598076,-1.281718,-2.165064,-2.753961,0.051962,2.580756,ME2
0.034641,-1.887935,-0.848705,-1.541525,-2.095781,0.363731,1.524205,EXC
-0.138564,-2.37291,-1.281718,-1.853294,-2.528794,0.381051,2.268987,VAC
0,-1.662769,-0.727461,-1.281718,-1.974538,0.588897,1.143154,ME3
-0.034641,-2.06114,-0.831384,-1.541525,-2.182384,0.502295,1.506884,CYT
-0.034641,-2.961807,-0.710141,-1.784012,-2.71932,0.623538,1.628128,ME3
-0.086603,-2.407551,-0.779423,-1.662769,-2.303628,0.121244,1.576166,NUC
-0.017321,-2.095781,-0.969948,-1.69741,-2.217025,0.398372,1.801333,CYT
0.069282,-2.199705,-1.108513,-1.887935,-2.355589,0.467654,2.130422,CYT
0.086603,-2.130422,-1.108513,-1.835974,-2.355589,0.484974,2.078461,CYT
0.017321,-2.303628,-1.143154,-1.939897,-2.39023,0.69282,2.217025,CYT
-0.086603,-2.095781,-0.917987,-1.628128,-2.165064,0.294449,1.680089,CYT
0,-2.095781,-0.658179,-1.71473,-1.905256,0.536936,1.506884,CYT
-0.034641,-2.286307,-0.779423,-1.870615,-2.026499,-0.294449,1.784012,MIT
-0.069282,-1.922576,-0.744782,-1.472243,-1.991858,-0.034641,1.351,MIT
0.086603,-1.766692,-0.640859,-1.420282,-1.939897,0.554256,1.195115,NUC
-0.034641,-2.39023,-0.831384,-1.610807,-2.442192,0.311769,1.576166,NUC
-0.138564,-2.268987,-0.710141,-1.662769,-2.04382,0.536936,1.506884,NUC
-0.034641,-2.199705,-0.935307,-1.69741,-2.268987,0.727461,1.766692,CYT
-0.017321,-2.199705,-1.03923,-1.680089,-2.407551,0.484974,1.853294,CYT
-0.086603,-2.130422,-0.588897,-1.662769,-1.835974,0.710141,1.385641,CYT
-0.017321,-2.199705,-0.831384,-1.801333,-2.078461,0.658179,1.766692,CYT
-0.121244,-2.04382,-0.814064,-1.541525,-2.06114,0.606218,1.489564,CYT
-0.103923,-2.823243,-1.402961,-2.338269,-2.650038,0.225167,2.875204,EXC
-0.103923,-2.078461,-0.831384,-1.593487,-2.078461,0.450333,1.558846,CYT
-0.121244,-2.37291,-1.004589,-1.749371,-2.37291,0.398372,1.887935,CYT
0.051962,-2.06114,-1.03923,-1.732051,-2.286307,-0.190526,1.905256,MIT
0.051962,-2.147743,-0.779423,-1.818653,-2.026499,-0.277128,1.732051,MIT
0.103923,-1.991858,-0.796743,-1.71473,-2.04382,0.467654,1.645448,MIT
0.138564,-1.887935,-0.848705,-1.593487,-2.147743,-0.086603,1.576166,MIT
0,-2.165064,-1.091192,-1.784012,-2.338269,0.173205,2.009179,MIT
-0.017321,-2.286307,-0.866025,-1.801333,-2.199705,-0.069282,1.801333,MIT
0.207846,-2.026499,-1.091192,-1.853294,-2.338269,0.173205,2.078461,MIT
0.034641,-2.199705,-0.744782,-1.853294,-1.991858,0.017321,1.732051,MIT
-0.051962,-2.078461,-0.831384,-1.645448,-2.078461,0,1.610807,MIT
0.069282,-2.182384,-0.866025,-1.870615,-2.113102,0.069282,1.870615,MIT
-0.138564,-2.320948,-0.883346,-1.801333,-2.130422,-0.121244,1.818653,MIT
0.069282,-2.078461,-0.935307,-1.766692,-2.182384,0.225167,1.835974,MIT
0,-2.320948,-1.160474,-3.377499,-0.969948,0.121244,3.671948,MIT
-0.017321,-2.268987,-0.484974,-1.870615,-1.732051,0.640859,1.489564,ME3
-0.086603,-2.095781,-0.6755,-1.628128,-1.922576,0.588897,1.437602,ME3
-0.017321,-2.355589,-1.385641,-1.957217,-2.632717,0.363731,2.476833,EXC
-0.017321,-2.39023,-0.866025,-1.766692,-2.338269,0.34641,1.766692,NUC
-0.051962,-2.286307,-0.727461,-1.680089,-2.147743,0.155885,1.541525,CYT
-0.017321,-2.251666,-0.623538,-1.662769,-2.06114,0.069282,1.420282,CYT
-0.034641,-2.026499,-0.796743,-1.524205,-2.130422,0.484974,1.454923,MIT
0.086603,-1.939897,-0.69282,-1.645448,-1.939897,0.519615,1.472243,CYT
-0.034641,-2.546115,-0.571577,-1.610807,-2.338269,0.588897,1.316359,NUC
0,-2.407551,-0.848705,-1.922576,-2.199705,0.433013,1.905256,CYT
0.121244,-1.991858,-0.658179,-1.732051,-1.905256,0.415692,1.524205,ME3
0.069282,-2.39023,-1.195115,-2.078461,-2.442192,0.242487,2.407551,EXC
-0.138564,-2.632717,-1.056551,-2.113102,-2.303628,0.294449,2.303628,MIT
-0.051962,-2.598076,-1.351,-2.165064,-2.598076,0.381051,2.650038,MIT
0.225167,-2.009179,-1.108513,-1.853294,-2.355589,0.398372,2.095781,CYT
0.103923,-2.147743,-0.623538,-1.870615,-1.870615,0.450333,1.628128,ME3
0.017321,-1.974538,-0.623538,-1.610807,-1.870615,0.658179,1.36832,ME3
0.155885,-1.991858,-0.814064,-1.766692,-2.06114,0.173205,1.71473,CYT
0.034641,-2.04382,-0.831384,-1.264397,-2.511474,0.398372,1.229756,NUC
0.051962,-1.870615,-0.814064,-1.541525,-2.06114,0.450333,1.489564,CYT
-0.034641,-2.303628,-0.762102,-1.887935,-2.009179,0.588897,1.784012,ME3
-0.103923,-1.957217,-0.727461,-1.472243,-1.974538,0.554256,1.333679,CYT
0,-2.217025,-0.519615,-1.835974,-1.766692,0.554256,1.489564,CYT
-0.173205,-2.546115,-1.125833,-1.991858,-2.37291,0.588897,2.251666,CYT
-0.086603,-2.37291,-0.467654,-1.905256,-1.71473,0.467654,1.506884,CYT
0,-2.04382,-0.779423,-2.442192,-1.247077,0.069282,2.355589,POX
-0.017321,-2.165064,-0.762102,-1.766692,-2.009179,0.467654,1.662769,NUC
0.034641,-2.338269,-0.519615,-1.420282,-2.338269,0.536936,1.073872,NUC
0.017321,-2.078461,-0.69282,-1.628128,-2.026499,0.051962,1.454923,NUC
-0.034641,-3.516063,-0.779423,-1.749371,-3.377499,0.588897,1.662769,NUC
0.017321,-2.009179,-0.779423,-1.645448,-2.026499,-0.173205,1.558846,MIT
0.051962,-2.355589,-1.02191,-2.026499,-2.268987,0.155885,2.182384,MIT
0.034641,-2.026499,-0.814064,-1.680089,-2.06114,0.034641,1.628128,MIT
0.415692,-1.732051,-0.606218,-1.766692,-1.853294,0.484974,1.506884,MIT
-0.051962,-2.009179,-0.814064,-1.576166,-2.06114,0.415692,1.524205,MIT
-0.017321,-2.338269,-1.108513,-1.939897,-2.355589,0.381051,2.182384,MIT
-0.034641,-2.199705,-0.952628,-1.784012,-2.199705,0.069282,1.870615,MIT
-0.051962,-2.37291,-1.160474,-1.939897,-2.407551,0.121244,2.234346,MIT
-0.051962,-2.494153,-1.02191,-1.905256,-2.424871,0.121244,2.06114,MIT
-0.069282,-2.268987,-0.935307,-1.818653,-2.182384,0.32909,1.887935,ME3
0.034641,-2.286307,-1.004589,-1.939897,-2.251666,0.571577,2.078461,MIT
-0.034641,-2.026499,-0.69282,-1.524205,-2.026499,0.588897,1.351,NUC
-0.051962,-2.528794,-0.796743,-2.095781,-2.04382,-0.051962,2.026499,MIT
0.086603,-2.095781,-0.917987,-1.749371,-2.217025,0.779423,1.801333,NUC
0.034641,-2.268987,-0.710141,-1.558846,-2.320948,0.051962,1.402961,CYT
0.051962,-2.303628,-0.866025,-1.974538,-2.113102,0.606218,1.974538,CYT
0.017321,-2.459512,-0.69282,-1.939897,-2.095781,0.32909,1.766692,CYT
0.155885,-2.026499,-1.03923,-1.732051,-2.355589,0.433013,1.905256,CYT
-0.069282,-2.286307,-1.073872,-1.749371,-2.407551,0.138564,1.957217,NUC
-0.017321,-2.268987,-0.606218,-1.870615,-1.853294,0.588897,1.610807,NUC
-0.069282,-2.407551,-0.588897,-1.801333,-1.991858,0.502295,1.524205,CYT
-0.069282,-2.961807,-0.6755,-1.870615,-2.563435,0.415692,1.680089,ME3
-0.051962,-2.234346,-0.831384,-1.801333,-2.078461,0.571577,1.766692,NUC
0,-1.939897,-0.502295,-1.420282,-1.887935,0.606218,1.056551,CYT
-0.225167,-2.026499,-0.814064,-1.420282,-2.06114,0.34641,1.36832,NUC
0.051962,-2.009179,-0.6755,-1.680089,-1.922576,0.588897,1.489564,CYT
-0.086603,-2.165064,-1.004589,-1.69741,-2.251666,0.051962,1.835974,NUC
0.121244,-2.165064,-1.108513,-1.905256,-2.355589,0.536936,2.147743,NUC
0.086603,-1.957217,-0.640859,-1.662769,-1.887935,0.398372,1.437602,NUC
-0.069282,-2.303628,-0.744782,-1.853294,-1.991858,0.588897,1.732051,CYT
-0.034641,-2.494153,-0.484974,-1.506884,-2.303628,0.710141,1.125833,NUC
0.086603,-2.04382,-1.02191,-1.69741,-2.320948,0.623538,1.853294,CYT
-0.069282,-2.39023,-0.6755,-1.818653,-2.04382,0.32909,1.628128,CYT
-0.051962,-2.788602,-0.450333,-1.489564,-2.563435,0.277128,1.073872,NUC
0,-1.835974,-0.883346,-1.454923,-2.130422,0.536936,1.472243,NUC
0.034641,-2.130422,-1.004589,-1.732051,-2.303628,0.658179,1.870615,NUC
-0.069282,-2.37291,-0.762102,-1.541525,-2.39023,0.623538,1.437602,CYT
0.034641,-2.199705,-0.710141,-1.541525,-2.268987,0.277128,1.385641,NUC
-0.069282,-2.251666,-0.779423,-1.610807,-2.217025,0.450333,1.524205,CYT
-0.051962,-2.580756,-0.623538,-2.04382,-1.974538,0.588897,1.801333,NUC
-0.051962,-1.835974,-0.727461,-1.402961,-1.974538,0.606218,1.264397,NUC
0.017321,-1.974538,-0.727461,-1.610807,-1.974538,0.69282,1.472243,CYT
-0.051962,-2.771281,-1.160474,-2.095781,-2.650038,-0.259808,2.39023,NUC
0.034641,-2.113102,-0.848705,-1.680089,-2.182384,0.588897,1.662769,NUC
-0.155885,-2.424871,-1.229756,-1.887935,-2.476833,0.121244,2.251666,MIT
-0.069282,-2.217025,-0.69282,-1.593487,-2.113102,0.502295,1.420282,CYT
-0.069282,-2.217025,-0.69282,-1.593487,-2.113102,0.502295,1.420282,CYT
-0.034641,-2.130422,-0.935307,-1.71473,-2.182384,0.519615,1.784012,CYT
-0.034641,-2.580756,-0.727461,-1.749371,-2.39023,0.658179,1.610807,NUC
-0.103923,-2.286307,-0.987269,-1.749371,-2.286307,0.554256,1.870615,NUC
-0.103923,-2.130422,-0.606218,-1.645448,-1.853294,0.6755,1.385641,ME3
0.017321,-1.957217,-0.727461,-1.593487,-1.974538,0.519615,1.454923,ME3
-0.017321,-2.130422,-0.450333,-1.732051,-1.69741,0.381051,1.316359,ME3
0.017321,-2.39023,-0.6755,-1.593487,-2.355589,0.173205,1.402961,ME3
-0.017321,-2.459512,-0.450333,-1.628128,-2.130422,0.6755,1.212436,ME3
-0.017321,-2.199705,-0.536936,-1.628128,-1.957217,0.467654,1.299038,NUC
0.051962,-2.251666,-0.831384,-1.922576,-2.078461,0.519615,1.887935,CYT
0.017321,-2.009179,-1.143154,-1.645448,-2.39023,0.467654,1.922576,CYT
0,-2.04382,-0.363731,-1.576166,-1.69741,0.6755,1.073872,CYT
-0.051962,-2.476833,-0.658179,-2.04382,-1.905256,0.086603,1.835974,MIT
-0.051962,-1.957217,-0.762102,-2.961807,-0.571577,0.311769,2.857884,POX
-0.034641,-2.009179,-0.536936,-1.402961,-1.974538,0.294449,1.073872,NUC
-0.017321,-1.922576,-0.848705,-1.402961,-2.217025,0.259808,1.385641,NUC
0.017321,-1.870615,-0.658179,-1.506884,-1.905256,0.502295,1.299038,NUC
0.051962,-1.887935,-0.6755,-1.558846,-1.922576,-0.294449,1.36832,CYT
-0.034641,-1.870615,-0.415692,-1.454923,-1.662769,0.554256,1.004589,CYT
0.051962,-1.939897,-0.848705,-1.610807,-2.095781,0.640859,1.593487,CYT
0.034641,-1.870615,-0.935307,-1.524205,-2.182384,0.554256,1.593487,CYT
-0.051962,-2.338269,-0.744782,-1.853294,-2.04382,-0.051962,1.732051,CYT
-0.173205,-2.528794,-0.831384,-1.974538,-2.078461,0.467654,1.939897,CYT
-0.034641,-2.234346,-0.536936,-1.818653,-1.784012,0.571577,1.489564,CYT
-0.051962,-2.286307,-0.554256,-1.853294,-1.801333,0.606218,1.541525,CYT
-0.173205,-2.147743,-0.554256,-1.593487,-1.801333,0.450333,1.281718,CYT
-0.086603,-2.251666,-1.02191,-1.732051,-2.320948,0.381051,1.887935,CYT
-0.121244,-2.095781,-0.640859,-1.593487,-1.887935,0.6755,1.36832,CYT
0.017321,-2.442192,-1.299038,-2.078461,-2.546115,0.398372,2.511474,ME1
-0.103923,-2.598076,-1.056551,-2.113102,-2.303628,0.294449,2.303628,MIT
-0.121244,-2.095781,-0.762102,-1.593487,-2.009179,0.502295,1.489564,CYT
-0.086603,-2.303628,-0.900666,-1.749371,-2.234346,-0.069282,1.784012,MIT
-0.017321,-2.234346,-1.091192,-1.835974,-2.338269,-0.138564,2.06114,MIT
0.086603,-2.130422,-0.900666,-1.835974,-2.147743,-0.051962,1.870615,MIT
0.017321,-2.303628,-1.004589,-1.870615,-2.320948,0.017321,2.009179,MIT
-0.103923,-2.528794,-1.247077,-1.939897,-2.598076,0.363731,2.320948,MIT
-0.121244,-2.424871,-1.247077,-1.922576,-2.494153,0.34641,2.303628,MIT
0.034641,-2.06114,-0.796743,-1.610807,-2.147743,0.294449,1.541525,MIT
-0.034641,-2.320948,-0.987269,-1.853294,-2.286307,0.225167,1.974538,MIT
0.173205,-1.610807,-0.727461,-1.402961,-1.974538,0.658179,1.264397,MIT
-0.034641,-2.078461,-0.848705,-1.662769,-2.095781,0.086603,1.645448,MIT
0.069282,-2.251666,-0.727461,-1.870615,-2.04382,-0.259808,1.732051,MIT
-0.017321,-2.320948,-1.02191,-1.922576,-2.268987,0.484974,2.078461,MIT
-0.017321,-2.598076,-0.900666,-2.199705,-2.147743,0.277128,2.234346,MIT
0.034641,-2.113102,-0.866025,-1.766692,-2.113102,-0.017321,1.766692,MIT
0.242487,-2.04382,-0.848705,-1.905256,-2.095781,-0.103923,1.887935,MIT
0.138564,-1.818653,-0.866025,-1.576166,-2.113102,0,1.576166,MIT
0,-1.939897,-0.866025,-1.558846,-2.113102,-0.34641,1.558846,MIT
0.103923,-2.147743,-0.640859,-1.870615,-1.887935,-0.017321,1.645448,MIT
0,-2.026499,-0.952628,-1.645448,-2.199705,-0.069282,1.732051,MIT
0.069282,-2.355589,-1.160474,-2.04382,-2.407551,0.363731,2.338269,MIT
0.034641,-2.095781,-0.917987,-1.749371,-2.165064,0.381051,1.801333,CYT
-0.069282,-2.511474,-0.606218,-2.009179,-1.905256,0.502295,1.749371,CYT
-0.086603,-2.026499,-0.900666,-1.558846,-2.147743,0.658179,1.593487,CYT
0.034641,-2.580756,-1.333679,-2.234346,-2.580756,0.467654,2.701999,EXC
-0.103923,-2.147743,-0.814064,-1.662769,-2.06114,0.017321,1.610807,MIT
-0.086603,-2.771281,-1.264397,-2.303628,-2.511474,0.34641,2.701999,ME1
0.814064,-2.580756,-1.351,-3.013768,-3.464102,1.299038,2.632717,ERL
-0.173205,-2.857884,-1.212436,-1.991858,-2.771281,0.381051,2.338269,VAC
0,-2.182384,-0.814064,-1.801333,-2.06114,0.623538,1.749371,ME3
0.069282,-2.078461,-0.969948,-1.766692,-2.217025,0.571577,1.870615,NUC
0.173205,-1.784012,-0.987269,-1.576166,-2.234346,0.450333,1.69741,CYT
0.138564,-1.818653,-0.969948,-1.576166,-2.217025,0.502295,1.680089,CYT
-0.017321,-2.234346,-1.004589,-1.835974,-2.251666,0.658179,1.974538,NUC
0.121244,-1.784012,-0.917987,-1.524205,-2.165064,0.433013,1.576166,NUC
0.242487,-1.610807,-0.588897,-1.489564,-1.818653,0.6755,1.212436,NUC
-0.034641,-2.338269,-1.195115,-1.922576,-2.442192,0.398372,2.251666,ME2
0.138564,-2.026499,-0.640859,-2.650038,-1.02191,0.536936,2.424871,POX
-0.017321,-2.095781,-0.710141,-1.645448,-2.009179,0.571577,1.489564,NUC
0,-2.251666,-0.536936,-1.662769,-1.991858,-0.034641,1.333679,NUC
-0.121244,-2.165064,-0.623538,-1.506884,-2.026499,0.623538,1.264397,ME3
0.069282,-2.528794,-1.420282,-2.217025,-2.667358,0.467654,2.771281,EXC
0.069282,-2.476833,-1.420282,-2.165064,-2.667358,0.467654,2.71932,EXC
0.086603,-2.130422,-0.710141,-1.749371,-2.04382,0.606218,1.593487,CYT
-0.086603,-2.217025,-0.658179,-1.749371,-1.905256,0.571577,1.541525,CYT
-0.086603,-2.217025,-0.658179,-1.749371,-1.905256,0.571577,1.541525,CYT
-0.034641,-2.04382,-0.917987,-1.628128,-2.165064,0.294449,1.680089,MIT
-0.155885,-2.338269,-0.796743,-1.801333,-2.04382,0.606218,1.732051,MIT
0.051962,-2.165064,-0.69282,-1.835974,-1.939897,0.623538,1.662769,MIT
0.017321,-2.147743,-0.917987,-1.784012,-2.165064,0.640859,1.835974,MIT
-0.121244,-2.355589,-0.727461,-1.853294,-1.974538,0.484974,1.71473,MIT
-0.034641,-1.680089,-0.779423,-1.333679,-1.957217,0.242487,1.247077,CYT
-0.051962,-2.130422,-0.34641,-1.316359,-1.974538,0.623538,0.796743,CYT
-0.017321,-2.182384,-0.883346,-1.784012,-2.130422,0.623538,1.801333,CYT
-0.034641,-2.788602,-0.762102,-2.04382,-2.338269,-0.017321,1.939897,MIT
0.103923,-1.818653,-0.467654,-1.541525,-1.71473,0.6755,1.143154,MIT
-0.034641,-2.009179,-0.952628,-1.593487,-2.199705,0.34641,1.680089,ME3
-0.051962,-2.026499,-0.588897,-1.593487,-1.835974,0.467654,1.316359,ME3
-0.017321,-2.182384,-0.762102,-3.221615,-0.571577,0.467654,3.117691,POX
-0.069282,-2.511474,-1.02191,-1.870615,-2.459512,0.502295,2.026499,NUC
0.155885,-1.576166,-0.6755,-1.351,-1.922576,0.658179,1.160474,NUC
0,-1.991858,-0.969948,-1.610807,-2.217025,0.588897,1.71473,NUC
-0.051962,-2.528794,-0.623538,-2.04382,-1.922576,0.727461,1.801333,VAC
0.225167,-1.801333,-0.467654,-1.489564,-1.870615,0.294449,1.091192,NUC
0.051962,-2.147743,-0.606218,-1.558846,-2.113102,0.484974,1.299038,NUC
-0.017321,-1.818653,-0.727461,-1.420282,-1.974538,0.502295,1.281718,NUC
0.103923,-1.489564,-0.398372,-1.212436,-1.645448,0.519615,0.744782,NUC
0,-2.442192,-0.952628,-1.801333,-2.459512,0.484974,1.887935,NUC
-0.017321,-1.680089,-0.623538,-1.281718,-1.870615,0.588897,1.03923,NUC
0.069282,-2.009179,-0.658179,-1.69741,-1.905256,0.484974,1.489564,CYT
-0.051962,-2.095781,-1.385641,-1.662769,-2.632717,0.606218,2.182384,CYT
0,-2.494153,-1.03923,-1.835974,-2.563435,0.519615,2.009179,NUC
0.155885,-1.506884,-0.710141,-1.281718,-1.957217,0.415692,1.125833,NUC
-0.051962,-2.667358,-0.814064,-1.991858,-2.303628,-0.207846,1.939897,MIT
0.051962,-1.870615,-0.744782,-1.541525,-1.991858,0.623538,1.420282,NUC
0.034641,-2.147743,-0.866025,-1.749371,-2.165064,0.710141,1.749371,NUC
-0.086603,-2.528794,-0.917987,-1.922576,-2.303628,0.502295,1.974538,NUC
-0.034641,-2.009179,-0.935307,-1.593487,-2.182384,0.588897,1.662769,ME2
-0.017321,-1.991858,-0.796743,-1.472243,-2.165064,0.588897,1.402961,CYT
0.017321,-2.684679,-0.796743,-1.610807,-2.753961,-0.502295,1.541525,NUC
-0.017321,-2.650038,-0.883346,-1.818653,-2.563435,0.588897,1.835974,ME3
-0.069282,-2.217025,-0.969948,-1.766692,-2.217025,0.536936,1.870615,CYT
0.017321,-1.835974,-1.056551,-1.385641,-2.39023,0.658179,1.576166,NUC
0.051962,-2.113102,-0.640859,-1.784012,-1.887935,0.467654,1.558846,NUC
-0.051962,-2.303628,-1.437602,-1.870615,-2.684679,0.796743,2.442192,ME2
-0.069282,-2.095781,-0.6755,-1.645448,-1.922576,0.554256,1.454923,CYT
0.034641,-2.286307,-0.900666,-1.801333,-2.286307,0.502295,1.835974,CYT
0.034641,-1.887935,-0.606218,-1.541525,-1.853294,0.6755,1.281718,NUC
-0.034641,-2.286307,-0.623538,-1.71473,-2.026499,0.484974,1.472243,ME3
-0.051962,-2.511474,-1.351,-2.078461,-2.598076,0.467654,2.563435,ME1
-0.034641,-2.528794,-0.952628,-1.662769,-2.650038,0.6755,1.749371,CYT
-0.121244,-2.338269,-0.779423,-1.835974,-2.026499,0.311769,1.749371,CYT
-0.121244,-2.338269,-0.779423,-1.835974,-2.026499,0.311769,1.749371,CYT
-0.051962,-2.04382,-0.502295,-1.610807,-1.749371,0.606218,1.247077,ME3
0.069282,-2.476833,-0.900666,-2.165064,-2.147743,0.623538,2.199705,ME3
-0.034641,-2.251666,-1.229756,-1.835974,-2.476833,0.398372,2.199705,ME2
-0.086603,-2.37291,-1.004589,-1.905256,-2.251666,0.658179,2.04382,ME3
-0.034641,-2.407551,-0.935307,-1.991858,-2.182384,0.277128,2.06114,CYT
-0.034641,-2.303628,-0.987269,-1.887935,-2.234346,0.588897,2.009179,ME2
-0.103923,-2.442192,-1.02191,-1.870615,-2.355589,0.536936,2.026499,CYT
-0.069282,-2.37291,-1.593487,-1.922576,-2.840563,0.484974,2.650038,ME2
-0.069282,-2.286307,-0.952628,-1.835974,-2.199705,0.623538,1.922576,CYT
-0.017321,-2.320948,-1.091192,-1.922576,-2.338269,0.484974,2.147743,ME3
-0.034641,-2.199705,-1.004589,-1.784012,-2.251666,0.554256,1.922576,ME3
0.034641,-2.009179,-0.623538,-1.662769,-1.870615,0.536936,1.420282,ME3
-0.034641,-2.095781,-0.554256,-1.680089,-1.801333,0.658179,1.36832,CYT
-0.017321,-1.922576,-0.588897,-1.524205,-1.835974,0.536936,1.247077,ME2
-0.051962,-2.303628,-1.073872,-1.870615,-2.320948,0.640859,2.078461,CYT
-0.051962,-2.476833,-0.917987,-2.04382,-2.165064,0.536936,2.095781,ME3
0.069282,-2.130422,-1.264397,-1.818653,-2.511474,0.588897,2.217025,ME2
-0.138564,-2.632717,-0.952628,-1.662769,-2.650038,0.32909,1.749371,NUC
-0.034641,-2.684679,-0.606218,-1.905256,-2.217025,0.640859,1.645448,NUC
0.796743,-2.701999,-1.333679,-3.117691,-3.446781,1.03923,2.71932,ERL
0.034641,-2.71932,-1.333679,-2.37291,-2.580756,0.225167,2.840563,EXC
0.779423,-2.355589,-0.606218,-2.528794,-2.944486,1.472243,1.402961,CYT
0,-2.130422,-0.744782,-1.749371,-1.991858,0.623538,1.628128,CYT
0,-2.303628,-0.987269,-1.922576,-2.234346,0.415692,2.04382,CYT
-0.034641,-2.407551,-1.091192,-1.939897,-2.39023,0.658179,2.165064,CYT
0,-2.026499,-0.433013,-1.558846,-1.766692,0.554256,1.125833,CYT
-0.121244,-2.442192,-0.969948,-1.939897,-2.217025,0.450333,2.04382,CYT
-0.051962,-2.338269,-1.004589,-1.905256,-2.251666,0.450333,2.04382,CYT
