@relation yeast-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RandomProjection-N7-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
1.628128,0.381051,-0.138564,0.866025,-0.814064,2.459512,0,CYT
2.078461,0.381051,0.051962,0.866025,-0.952628,2.71932,0,NUC
1.69741,0.381051,0.363731,0.866025,-0.744782,3.135012,0,NUC
1.541525,0.381051,-0.138564,0.866025,-0.779423,2.130422,0,NUC
1.576166,0.381051,-0.190526,0.866025,-0.935307,2.650038,0,CYT
2.165064,0.952628,-0.415692,0.866025,-0.900666,2.182384,0,NUC
1.541525,0.433013,0.242487,0.866025,-0.779423,2.71932,0,CYT
1.870615,0.502295,-0.259808,0.866025,-0.935307,2.459512,0,CYT
2.650038,1.247077,-0.467654,0.866025,-0.917987,1.887935,0,NUC
1.576166,0.381051,0.017321,0.866025,-0.866025,2.338269,0,NUC
1.506884,0.433013,0.173205,0.866025,-0.831384,2.73664,0,NUC
1.922576,0.762102,-0.173205,0.866025,-0.935307,2.355589,0,CYT
2.04382,0.69282,-0.121244,0.866025,-0.831384,2.147743,0,NUC
1.870615,0.571577,-0.155885,0.866025,-0.935307,2.407551,0,CYT
1.558846,0.484974,-0.294449,0.866025,-0.917987,2.598076,0,NUC
1.506884,0.381051,-0.190526,0.866025,-0.917987,2.130422,0,NUC
1.524205,0.381051,-0.121244,0.866025,-0.848705,2.442192,0,CYT
2.650038,0.623538,0.242487,0.866025,-0.917987,3.290897,0,NUC
1.662769,0.467654,0.017321,0.866025,-0.831384,2.580756,0,NUC
1.957217,0.381051,0.207846,0.866025,-1.02191,3.08305,0,MIT
2.147743,0.554256,-0.242487,0.866025,-0.935307,2.650038,0,CYT
2.147743,0.554256,-0.242487,0.866025,-0.935307,2.650038,0,CYT
1.576166,0.381051,0.034641,0.866025,-0.900666,2.632717,0,CYT
1.870615,0.796743,-0.173205,0.866025,-0.900666,2.476833,0,NUC
1.662769,0.433013,0.017321,0.866025,-0.969948,2.788602,0,NUC
1.316359,0.381051,-0.363731,0.866025,-0.969948,2.130422,0,ME3
1.454923,0.381051,-0.121244,0.866025,-0.848705,2.182384,0,ME3
1.437602,0.381051,-0.433013,0.866025,-0.883346,1.887935,0,ME3
2.165064,0.814064,-0.173205,0.866025,-0.848705,2.06114,0,ME3
1.524205,0.814064,-0.433013,0.866025,-0.883346,1.732051,0,ME3
1.870615,0.554256,-0.34641,0.866025,-0.883346,2.217025,0,NUC
1.489564,0.381051,0.017321,0.866025,-0.814064,2.650038,0,CYT
1.645448,0.381051,0.294449,0.866025,-0.848705,2.788602,0,CYT
1.610807,0.467654,-0.502295,0.866025,-0.866025,2.026499,0,CYT
1.922576,0.381051,-0.259808,0.866025,-0.917987,2.598076,0,MIT
1.766692,1.818653,-0.155885,0.866025,-0.917987,2.251666,0,POX
2.113102,0.571577,-0.363731,0.866025,-0.900666,2.04382,0,NUC
1.957217,0.502295,-0.034641,0.866025,-0.883346,2.234346,0,NUC
1.71473,0.381051,-0.190526,0.866025,-0.848705,2.268987,0,NUC
2.459512,0.381051,-0.138564,0.866025,-0.814064,2.286307,0,CYT
1.887935,0.381051,-0.484974,0.866025,-0.900666,2.199705,0,CYT
1.489564,0.381051,0.034641,0.866025,-0.814064,2.476833,0,CYT
1.593487,0.381051,0.103923,0.866025,-0.831384,2.494153,0,CYT
2.268987,0.433013,-0.173205,0.866025,-0.917987,2.650038,0,CYT
1.835974,0.381051,-0.207846,0.866025,-1.03923,2.996448,0,CYT
1.576166,0.381051,-0.363731,0.866025,-0.900666,2.39023,0,CYT
1.506884,0.381051,-0.363731,0.866025,-0.917987,2.407551,0,CYT
1.69741,0.381051,-0.484974,0.866025,-1.03923,2.182384,0,CYT
1.818653,0.433013,0.069282,0.866025,-0.952628,2.788602,0,CYT
1.454923,0.381051,-0.34641,0.866025,-0.987269,2.251666,0,CYT
1.506884,0.381051,0.450333,0.866025,-0.848705,3.169653,0,ME1
1.489564,0.381051,0.086603,0.866025,-0.969948,2.840563,0,MIT
1.784012,0.381051,-0.225167,0.866025,-0.987269,2.528794,0,CYT
2.286307,0.467654,-0.051962,0.866025,-0.952628,2.667358,0,MIT
2.165064,0.381051,0.207846,0.866025,-0.883346,2.840563,0,MIT
2.234346,0.381051,0.121244,0.866025,-0.779423,2.805922,0,MIT
2.303628,0.450333,0.155885,0.866025,-0.848705,3.013768,0,MIT
1.576166,0.484974,0.277128,0.866025,-0.969948,2.909845,0,MIT
1.541525,0.381051,0.259808,0.866025,-0.987269,2.944486,0,MIT
1.71473,0.484974,-0.034641,0.866025,-0.831384,2.199705,0,MIT
1.835974,0.433013,0.086603,0.866025,-0.900666,2.73664,0,MIT
1.662769,0.381051,0.034641,0.866025,-0.69282,2.338269,0,MIT
1.939897,0.381051,-0.051962,0.866025,-0.900666,2.424871,0,MIT
2.286307,0.450333,-0.069282,0.866025,-0.796743,2.442192,0,MIT
1.351,0.381051,0.138564,0.866025,-0.883346,2.667358,0,MIT
1.628128,0.381051,0.017321,0.866025,-0.883346,2.892525,0,MIT
2.303628,0.381051,0.034641,0.866025,-0.831384,2.805922,0,MIT
2.095781,0.381051,0.225167,0.866025,-0.623538,2.632717,0,MIT
2.009179,0.381051,0.138564,0.866025,-0.727461,2.338269,0,MIT
2.563435,0.381051,0,0.866025,-0.866025,2.528794,0,MIT
2.026499,0.381051,-0.121244,0.866025,-0.762102,2.407551,0,MIT
2.095781,0.381051,0.086603,0.866025,-0.866025,2.511474,0,MIT
1.680089,0.381051,0.363731,0.866025,-0.796743,3.135012,0,MIT
1.662769,0.381051,0.086603,0.866025,-0.831384,2.598076,0,CYT
1.645448,0.433013,-0.32909,0.866025,-0.935307,2.598076,0,CYT
1.628128,0.381051,-0.051962,0.866025,-0.952628,2.632717,0,CYT
1.784012,0.381051,0.502295,0.866025,-0.831384,3.706589,0,EXC
2.251666,0.381051,-0.155885,0.866025,-0.969948,2.632717,0,MIT
1.645448,0.381051,0.311769,0.866025,-0.952628,3.446781,0,ME1
1.818653,0.381051,0.433013,1.732051,-0.917987,3.637307,0,ERL
2.113102,0.69282,0.173205,0.866025,-1.03923,3.273576,0,VAC
1.264397,0.381051,-0.051962,0.866025,-0.866025,2.39023,0,ME3
1.506884,0.381051,0.173205,0.866025,-0.796743,2.701999,0,NUC
1.818653,0.381051,0.294449,0.866025,-0.69282,2.71932,0,CYT
1.749371,0.381051,0.242487,0.866025,-0.727461,2.684679,0,CYT
1.36832,0.381051,0.121244,0.866025,-0.883346,2.753961,0,NUC
1.957217,0.381051,0.173205,0.866025,-0.744782,2.71932,0,NUC
1.489564,0.363731,-0.034641,0.866025,-0.623538,2.147743,0,NUC
1.506884,0.381051,0.294449,0.866025,-0.900666,2.909845,0,ME2
1.749371,1.247077,-0.086603,0.866025,-0.727461,2.598076,0,POX
1.645448,0.433013,-0.173205,0.866025,-0.883346,2.407551,0,NUC
2.424871,0.588897,-0.32909,0.866025,-0.866025,2.268987,0,NUC
1.351,0.536936,-0.363731,0.866025,-0.987269,1.835974,0,ME3
1.628128,0.381051,0.623538,0.866025,-0.796743,3.619986,0,EXC
1.71473,0.381051,0.623538,0.866025,-0.796743,3.654627,0,EXC
1.732051,0.467654,-0.069282,0.866025,-0.779423,2.598076,0,CYT
1.974538,0.381051,-0.294449,0.866025,-0.952628,2.840563,0,CYT
1.974538,0.381051,-0.294449,0.866025,-0.952628,2.840563,0,CYT
1.835974,0.381051,0.017321,0.866025,-0.900666,2.563435,0,MIT
1.870615,0.381051,-0.225167,0.866025,-1.02191,2.961807,0,MIT
1.454923,0.381051,-0.121244,0.866025,-0.814064,2.494153,0,MIT
1.645448,0.381051,0.069282,0.866025,-0.848705,2.875204,0,MIT
2.009179,0.381051,-0.259808,0.866025,-0.987269,2.961807,0,MIT
1.922576,0.311769,-0.121244,0.866025,-0.900666,2.234346,0,CYT
1.905256,0.762102,-0.571577,0.866025,-0.917987,1.69741,0,CYT
1.576166,0.381051,0,0.866025,-0.883346,2.753961,0,CYT
2.37291,0.710141,-0.138564,0.866025,-0.900666,2.71932,0,MIT
1.71473,0.381051,-0.294449,0.866025,-0.762102,2.286307,0,MIT
1.489564,0.381051,0.051962,0.866025,-0.900666,2.268987,0,ME3
1.299038,0.381051,-0.32909,0.866025,-0.917987,1.835974,0,ME3
1.680089,1.818653,-0.121244,0.866025,-0.883346,2.580756,0,POX
1.905256,0.571577,0.086603,0.866025,-0.935307,2.996448,0,NUC
1.385641,0.381051,-0.034641,0.866025,-0.710141,1.957217,0,NUC
1.593487,0.381051,0.103923,0.866025,-0.866025,2.650038,0,NUC
1.229756,0.433013,-0.294449,0.866025,-0.917987,2.459512,0,VAC
2.147743,0.536936,-0.173205,0.866025,-0.640859,2.130422,0,NUC
2.04382,0.640859,-0.207846,0.866025,-0.814064,2.320948,0,NUC
1.610807,0.381051,-0.155885,0.866025,-0.883346,2.147743,0,NUC
1.645448,0.381051,-0.363731,0.866025,-0.762102,1.662769,0,NUC
1.991858,0.640859,0.086603,0.866025,-0.866025,2.857884,0,NUC
1.506884,0.381051,-0.259808,0.866025,-0.883346,1.887935,0,NUC
1.784012,0.381051,-0.138564,0.866025,-0.796743,2.511474,0,CYT
1.506884,0.381051,0.467654,0.866025,-0.917987,3.048409,0,CYT
1.818653,0.658179,0.173205,0.866025,-0.866025,2.823243,0,NUC
1.766692,0.381051,0,0.866025,-0.710141,2.06114,0,NUC
2.632717,0.623538,-0.103923,0.866025,-0.917987,2.875204,0,MIT
1.558846,0.381051,-0.069282,0.866025,-0.814064,2.355589,0,NUC
1.489564,0.433013,0.034641,0.866025,-0.831384,2.650038,0,NUC
1.784012,0.519615,-0.034641,0.866025,-0.952628,2.875204,0,NUC
1.36832,0.381051,0.034641,0.866025,-0.900666,2.37291,0,ME2
1.69741,0.502295,-0.086603,0.866025,-0.883346,2.320948,0,CYT
3.308217,1.091192,-0.051962,0.866025,-0.848705,2.39023,0,NUC
1.69741,0.814064,0,0.866025,-0.883346,2.442192,0,ME3
1.662769,0.381051,0.034641,0.866025,-0.935307,2.823243,0,CYT
1.69741,0.467654,0.207846,0.866025,-0.848705,2.598076,0,NUC
1.576166,0.381051,-0.173205,0.866025,-0.814064,2.355589,0,NUC
1.02191,0.381051,0.519615,0.866025,-0.917987,3.013768,0,ME2
1.610807,0.381051,-0.259808,0.866025,-0.935307,2.37291,0,CYT
1.749371,0.519615,0.069282,0.866025,-0.831384,2.701999,0,CYT
1.558846,0.381051,-0.225167,0.866025,-0.831384,2.268987,0,NUC
1.437602,0.536936,-0.277128,0.866025,-0.900666,1.991858,0,ME3
1.333679,0.381051,0.433013,0.866025,-0.917987,3.117691,0,ME1
1.939897,0.831384,0.051962,0.866025,-0.900666,2.667358,0,CYT
1.870615,0.381051,-0.207846,0.866025,-0.987269,2.684679,0,CYT
1.853294,0.381051,-0.207846,0.866025,-0.987269,2.667358,0,CYT
1.333679,0.381051,-0.415692,0.866025,-0.917987,1.939897,0,ME3
1.264397,0.381051,0.103923,0.866025,-0.796743,2.840563,0,ME3
1.524205,0.381051,0.32909,0.866025,-0.900666,2.875204,0,ME2
1.333679,0.381051,0.051962,0.866025,-0.952628,2.788602,0,ME3
1.818653,0.381051,0.034641,0.866025,-0.900666,2.909845,0,CYT
1.420282,0.381051,0.086603,0.866025,-0.900666,2.771281,0,ME2
1.593487,0.467654,0.051962,0.866025,-0.969948,2.823243,0,CYT
1.454923,0.381051,0.658179,0.866025,-0.935307,3.342858,0,ME2
1.402961,0.381051,0.017321,0.866025,-0.935307,2.701999,0,CYT
1.472243,0.381051,0.207846,0.866025,-0.883346,2.857884,0,ME3
1.351,0.381051,0.103923,0.866025,-0.900666,2.580756,0,ME3
1.454923,0.381051,-0.207846,0.866025,-0.831384,2.165064,0,ME3
1.541525,0.381051,-0.34641,0.866025,-0.900666,2.320948,0,CYT
1.489564,0.381051,-0.294449,0.866025,-0.883346,2.026499,0,ME2
1.402961,0.381051,0.155885,0.866025,-0.917987,2.875204,0,CYT
1.437602,0.381051,0,0.866025,-0.917987,2.823243,0,ME3
1.36832,0.381051,0.467654,0.866025,-0.796743,2.927166,0,ME2
2.165064,0.831384,-0.051962,0.866025,-1.004589,2.546115,0,NUC
1.784012,0.744782,-0.294449,0.866025,-0.900666,2.459512,0,NUC
1.957217,0.381051,0.398372,1.732051,-0.935307,3.602666,0,ERL
1.835974,0.381051,0.502295,0.866025,-0.831384,3.654627,0,EXC
1.71473,0.606218,-0.34641,1.732051,-0.952628,2.251666,0,CYT
1.454923,0.381051,-0.121244,0.866025,-0.866025,2.459512,0,CYT
1.610807,0.381051,0.121244,0.866025,-0.866025,2.823243,0,CYT
1.36832,0.433013,0.190526,0.866025,-0.900666,2.892525,0,CYT
1.662769,0.467654,-0.433013,0.866025,-0.866025,2.009179,0,CYT
1.71473,0.381051,-0.017321,0.866025,-0.987269,2.961807,0,CYT
1.680089,0.381051,0.086603,0.866025,-0.917987,2.927166,0,CYT
1.749371,0.571577,0.381051,0.866025,-0.848705,3.169653,0,CYT
1.247077,0.381051,-0.155885,0.866025,-0.952628,1.974538,0,ME3
1.489564,0.381051,0.103923,0.866025,-0.831384,2.615397,0,ME3
1.160474,0.467654,-0.121244,0.866025,-0.796743,1.922576,0,ME3
1.835974,0.848705,-0.259808,0.866025,-0.831384,2.182384,0,NUC
1.71473,0.381051,0.727461,0.866025,-0.6755,3.533384,0,EXC
1.489564,1.818653,0.294449,0.866025,-0.900666,3.117691,0,POX
1.506884,0.381051,-0.155885,0.866025,-0.952628,2.39023,0,POX
1.662769,0.381051,-0.294449,0.866025,-0.900666,2.217025,0,CYT
1.628128,0.381051,0.294449,0.866025,-0.987269,3.342858,0,ME1
2.39023,1.160474,-0.086603,0.866025,-1.02191,2.823243,0,NUC
1.437602,0.450333,-0.138564,0.866025,-0.866025,2.320948,0,ME3
1.939897,0.536936,0.6755,0.866025,-0.900666,3.498743,0,ME1
1.766692,0.381051,0.484974,0.866025,-0.917987,3.637307,0,ME2
1.593487,0.381051,-0.155885,0.866025,-0.935307,2.442192,0,CYT
1.766692,0.484974,-0.034641,0.866025,-0.848705,2.632717,0,CYT
2.165064,0.381051,-0.138564,0.866025,-0.848705,2.268987,0,CYT
1.316359,0.381051,-0.32909,0.866025,-0.969948,1.784012,0,ME3
1.784012,0.381051,0.242487,0.866025,-0.952628,3.100371,0,CYT
1.576166,0.433013,-0.311769,0.866025,-0.917987,2.199705,0,ME3
2.840563,0.866025,0.606218,0.866025,-0.848705,3.221615,0,ME1
1.818653,0.381051,-0.034641,0.866025,-0.917987,2.823243,0,CYT
1.922576,0.381051,-0.190526,0.866025,-0.831384,2.459512,0,NUC
2.130422,0.588897,-0.034641,0.866025,-0.987269,3.08305,0,CYT
1.472243,0.381051,-0.155885,0.866025,-0.987269,2.165064,0,CYT
1.662769,0.502295,0.173205,0.866025,-0.900666,2.979127,0,CYT
1.922576,0.727461,0.554256,0.866025,-0.415692,2.909845,0,NUC
1.281718,0.381051,-0.121244,0.866025,-0.883346,2.286307,0,ME3
1.576166,0.467654,-0.034641,0.866025,-0.796743,2.37291,0,NUC
1.576166,0.450333,0.051962,0.866025,-0.814064,2.563435,0,CYT
1.749371,0.381051,0.121244,0.866025,-0.917987,2.927166,0,NUC
1.333679,0.381051,-0.103923,0.866025,-0.952628,2.234346,0,ME3
2.303628,0.623538,-0.311769,0.866025,-0.917987,2.771281,0,NUC
1.69741,0.381051,0.207846,0.866025,-1.004589,3.152332,0,ME1
1.853294,0.467654,-0.433013,0.866025,-0.831384,1.922576,0,NUC
1.680089,0.433013,-0.086603,0.866025,-0.866025,2.407551,0,CYT
1.784012,0.727461,0,0.866025,-0.883346,2.286307,0,CYT
1.506884,0.467654,-0.138564,0.866025,-0.866025,2.217025,0,CYT
1.732051,0.484974,-0.34641,0.866025,-0.900666,2.113102,0,CYT
1.957217,0.536936,0.225167,0.866025,-0.796743,3.048409,0,CYT
1.506884,0.606218,-0.225167,0.866025,-0.935307,2.320948,0,CYT
2.009179,0.935307,-0.242487,0.866025,-0.883346,2.078461,0,CYT
1.524205,0.381051,-0.121244,0.866025,-0.900666,2.598076,0,CYT
1.732051,0.467654,0.069282,0.866025,-0.900666,2.927166,0,NUC
1.749371,0.502295,-0.363731,0.866025,-0.900666,2.009179,0,NUC
1.905256,0.484974,-0.381051,0.866025,-0.848705,2.165064,0,NUC
1.732051,0.433013,0.155885,0.866025,-0.779423,2.892525,0,NUC
1.402961,0.467654,-0.640859,0.866025,-0.935307,1.732051,0,NUC
1.645448,0.450333,-0.034641,0.866025,-0.779423,2.563435,0,NUC
1.71473,0.381051,0.207846,0.866025,-0.831384,2.753961,0,CYT
