@relation yeast-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RandomProjection-N7-R82-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
-0.987269,0.744782,-0.484974,0,-0.866025,-1.991858,-0.484974,VAC
-0.415692,0.588897,-0.277128,0,-0.866025,-1.281718,-0.277128,ME3
-0.6755,0.848705,-0.363731,0,-0.866025,-1.576166,-0.363731,CYT
-0.917987,0.744782,-0.242487,0,-0.866025,-1.818653,-0.242487,ME3
-0.796743,0.866025,-0.744782,0,-0.866025,-1.749371,-0.744782,NUC
-0.831384,0.987269,-0.467654,0,-0.866025,-1.71473,-0.467654,CYT
-1.02191,1.03923,-0.398372,0,-0.866025,-1.818653,-0.398372,CYT
-0.969948,1.056551,-0.381051,0,-0.866025,-1.749371,-0.381051,CYT
-1.073872,0.866025,-0.173205,0,-0.866025,-1.922576,-0.173205,CYT
-0.762102,0.796743,-0.571577,0,-0.866025,-1.71473,-0.571577,CYT
-0.848705,0.917987,-0.32909,0,-0.866025,-1.71473,-0.32909,CYT
-1.004589,0.796743,-1.160474,0,-0.866025,-1.905256,-1.160474,MIT
-0.606218,0.831384,-0.900666,0,-0.866025,-1.541525,-0.900666,MIT
-0.554256,0.900666,-0.311769,0,-0.866025,-1.333679,-0.311769,NUC
-0.744782,0.848705,-0.554256,0,-0.866025,-1.645448,-0.554256,NUC
-0.796743,0.883346,-0.32909,0,-0.866025,-1.801333,-0.32909,NUC
-0.831384,0.727461,-0.138564,0,-0.866025,-1.732051,-0.138564,CYT
-0.814064,0.762102,-0.381051,0,-0.866025,-1.69741,-0.381051,CYT
-0.796743,0.900666,-0.155885,0,-0.866025,-1.749371,-0.155885,CYT
-0.935307,0.935307,-0.207846,0,-0.866025,-1.818653,-0.207846,CYT
-0.6755,0.900666,-0.259808,0,-0.866025,-1.662769,-0.259808,CYT
-1.472243,0.710141,-0.640859,0,-0.866025,-2.442192,-0.640859,EXC
-0.727461,0.796743,-0.415692,0,-0.866025,-1.69741,-0.415692,CYT
-0.883346,0.727461,-0.467654,0,-0.866025,-1.870615,-0.467654,CYT
-0.866025,0.814064,-1.056551,0,-0.866025,-1.680089,-1.056551,MIT
-0.952628,0.987269,-1.143154,0,-0.866025,-1.766692,-1.143154,MIT
-0.848705,1.108513,-0.398372,0,-0.866025,-1.610807,-0.398372,MIT
-0.727461,1.108513,-0.952628,0,-0.866025,-1.454923,-0.952628,MIT
-0.917987,0.935307,-0.69282,0,-0.866025,-1.784012,-0.69282,MIT
-0.935307,0.900666,-0.935307,0,-0.866025,-1.818653,-0.935307,MIT
-0.987269,1.229756,-0.69282,0,-0.866025,-1.645448,-0.69282,MIT
-0.987269,0.917987,-0.848705,0,-0.866025,-1.818653,-0.848705,MIT
-0.779423,0.900666,-0.866025,0,-0.866025,-1.69741,-0.866025,MIT
-1.004589,0.866025,-0.796743,0,-0.866025,-1.801333,-0.796743,MIT
-0.935307,0.900666,-0.987269,0,-0.866025,-1.939897,-0.987269,MIT
-0.900666,1.160474,-0.640859,0,-0.866025,-1.69741,-0.640859,MIT
0.363731,0.69282,-2.182384,1.437602,-0.866025,-1.939897,-0.744782,MIT
-1.004589,0.34641,-0.225167,0,-0.866025,-1.887935,-0.225167,ME3
-0.762102,0.519615,-0.277128,0,-0.866025,-1.71473,-0.277128,ME3
-1.091192,0.762102,-0.502295,0,-0.866025,-1.974538,-0.502295,EXC
-0.900666,1.004589,-0.519615,0,-0.866025,-1.784012,-0.519615,NUC
-0.814064,0.848705,-0.710141,0,-0.866025,-1.732051,-0.710141,CYT
-0.796743,1.056551,-0.796743,0,-0.866025,-1.680089,-0.796743,CYT
-0.658179,0.779423,-0.381051,0,-0.866025,-1.558846,-0.381051,MIT
-0.779423,1.056551,-0.34641,0,-0.866025,-1.558846,-0.34641,CYT
-0.744782,1.073872,-0.277128,0,-0.866025,-1.645448,-0.277128,NUC
-1.056551,0.848705,-0.433013,0,-0.866025,-1.922576,-0.433013,CYT
-0.866025,0.762102,-0.450333,0,-0.866025,-1.610807,-0.450333,ME3
-1.212436,0.969948,-0.623538,0,-0.866025,-2.009179,-0.623538,EXC
-1.247077,0.536936,-0.571577,0,-0.866025,-2.251666,-0.571577,MIT
-1.299038,0.640859,-0.484974,0,-0.866025,-2.217025,-0.484974,MIT
-0.987269,1.212436,-0.467654,0,-0.866025,-1.628128,-0.467654,CYT
-1.004589,0.710141,-0.415692,0,-0.866025,-1.766692,-0.415692,ME3
-0.744782,0.69282,-0.207846,0,-0.866025,-1.593487,-0.207846,ME3
-0.900666,1.02191,-0.69282,0,-0.866025,-1.610807,-0.69282,CYT
-0.398372,1.02191,-0.467654,0,-0.866025,-1.229756,-0.467654,NUC
-0.6755,1.004589,-0.415692,0,-0.866025,-1.489564,-0.415692,CYT
-1.02191,0.588897,-0.277128,0,-0.866025,-1.922576,-0.277128,ME3
-0.606218,0.831384,-0.311769,0,-0.866025,-1.576166,-0.311769,CYT
-0.969948,0.952628,-0.311769,0,-0.866025,-1.835974,-0.311769,CYT
-1.125833,0.727461,-0.277128,0,-0.866025,-2.165064,-0.277128,CYT
-1.03923,0.744782,-0.398372,0,-0.866025,-1.991858,-0.398372,CYT
0.155885,0.866025,-1.662769,0.866025,-0.866025,-1.576166,-0.796743,POX
-0.900666,0.69282,-0.398372,0,-0.866025,-1.784012,-0.398372,NUC
-0.554256,1.02191,-0.32909,0,-0.866025,-1.385641,-0.32909,NUC
-0.762102,0.866025,-0.814064,0,-0.866025,-1.610807,-0.814064,NUC
-0.883346,0.831384,-0.277128,0,-0.866025,-1.784012,-0.277128,NUC
-0.779423,0.883346,-1.03923,0,-0.866025,-1.628128,-1.03923,MIT
-1.160474,1.02191,-0.710141,0,-0.866025,-1.974538,-0.710141,MIT
-0.814064,1.02191,-0.831384,0,-0.866025,-1.645448,-0.831384,MIT
-0.900666,1.247077,-0.381051,0,-0.866025,-1.351,-0.381051,MIT
-0.710141,1.091192,-0.450333,0,-0.866025,-1.628128,-0.450333,MIT
-1.073872,0.484974,-0.484974,0,-0.866025,-1.957217,-0.484974,MIT
-0.917987,0.917987,-0.796743,0,-0.866025,-1.818653,-0.796743,MIT
-1.073872,0.883346,-0.744782,0,-0.866025,-1.991858,-0.744782,MIT
-1.03923,0.796743,-0.744782,0,-0.866025,-1.957217,-0.744782,MIT
-0.952628,0.519615,-0.536936,0,-0.866025,-1.887935,-0.536936,ME3
-1.073872,0.969948,-0.294449,0,-0.866025,-1.905256,-0.294449,MIT
-0.658179,0.883346,-0.277128,0,-0.866025,-1.558846,-0.277128,NUC
-1.229756,0.779423,-0.917987,0,-0.866025,-2.147743,-0.917987,MIT
-0.883346,1.03923,-0.086603,0,-0.866025,-1.662769,-0.086603,NUC
-0.69282,1.056551,-0.814064,0,-0.866025,-1.524205,-0.814064,CYT
-1.108513,1.03923,-0.259808,0,-0.866025,-1.922576,-0.259808,CYT
-1.073872,0.917987,-0.536936,0,-0.866025,-1.922576,-0.536936,CYT
-0.866025,1.143154,-0.433013,0,-0.866025,-1.576166,-0.433013,CYT
-0.883346,0.831384,-0.727461,0,-0.866025,-1.818653,-0.727461,NUC
-1.004589,0.917987,-0.277128,0,-0.866025,-1.887935,-0.277128,NUC
-0.935307,0.796743,-0.363731,0,-0.866025,-1.870615,-0.363731,CYT
-1.004589,0.796743,-0.450333,0,-0.866025,-1.939897,-0.450333,ME3
-0.935307,0.814064,-0.294449,0,-0.866025,-1.853294,-0.294449,NUC
-0.554256,1.004589,-0.259808,0,-0.866025,-1.420282,-0.259808,CYT
-0.554256,0.883346,-0.519615,0,-0.866025,-1.645448,-0.519615,NUC
-0.814064,1.02191,-0.277128,0,-0.866025,-1.628128,-0.277128,CYT
-0.831384,0.796743,-0.814064,0,-0.866025,-1.784012,-0.814064,NUC
-1.03923,1.108513,-0.32909,0,-0.866025,-1.784012,-0.32909,NUC
-0.796743,0.779423,-0.467654,0,-0.866025,-1.576166,-0.467654,NUC
-0.987269,0.848705,-0.277128,0,-0.866025,-1.922576,-0.277128,CYT
-0.640859,1.02191,-0.155885,0,-0.866025,-1.541525,-0.155885,NUC
-0.831384,0.952628,-0.242487,0,-0.866025,-1.610807,-0.242487,CYT
-0.952628,0.762102,-0.536936,0,-0.866025,-1.887935,-0.536936,CYT
-0.623538,0.762102,-0.588897,0,-0.866025,-1.541525,-0.588897,NUC
-0.588897,0.866025,-0.32909,0,-0.866025,-1.454923,-0.32909,NUC
-0.866025,0.900666,-0.207846,0,-0.866025,-1.69741,-0.207846,NUC
-0.6755,0.848705,-0.242487,0,-0.866025,-1.610807,-0.242487,CYT
-0.6755,0.796743,-0.588897,0,-0.866025,-1.506884,-0.588897,NUC
-0.744782,0.814064,-0.415692,0,-0.866025,-1.680089,-0.415692,CYT
-1.177795,0.744782,-0.277128,0,-0.866025,-2.095781,-0.277128,NUC
-0.536936,0.814064,-0.259808,0,-0.866025,-1.454923,-0.259808,NUC
-0.744782,0.987269,-0.173205,0,-0.866025,-1.593487,-0.173205,CYT
-1.229756,0.848705,-1.125833,0,-0.866025,-2.147743,-1.125833,NUC
-0.814064,0.952628,-0.277128,0,-0.866025,-1.645448,-0.277128,NUC
-1.02191,0.6755,-0.744782,0,-0.866025,-2.04382,-0.744782,MIT
-0.727461,1.160474,-0.363731,0,-0.866025,-1.662769,-0.363731,CYT
-0.727461,1.160474,-0.363731,0,-0.866025,-1.662769,-0.363731,CYT
-0.848705,0.814064,-0.34641,0,-0.866025,-1.749371,-0.34641,CYT
-0.883346,0.831384,-0.207846,0,-0.866025,-1.784012,-0.207846,NUC
-0.883346,0.814064,-0.311769,0,-0.866025,-1.853294,-0.311769,NUC
-0.779423,0.640859,-0.190526,0,-0.866025,-1.749371,-0.190526,ME3
-0.727461,0.744782,-0.34641,0,-0.866025,-1.576166,-0.34641,ME3
-0.866025,0.554256,-0.484974,0,-0.866025,-1.749371,-0.484974,ME3
-0.727461,0.6755,-0.69282,0,-0.866025,-1.576166,-0.69282,ME3
-0.762102,0.502295,-0.190526,0,-0.866025,-1.645448,-0.190526,ME3
-0.762102,0.900666,-0.398372,0,-0.866025,-1.645448,-0.398372,NUC
-1.056551,0.814064,-0.34641,0,-0.866025,-1.870615,-0.34641,CYT
-0.779423,0.883346,-0.398372,0,-0.866025,-1.628128,-0.398372,CYT
-0.710141,0.952628,-0.190526,0,-0.866025,-1.576166,-0.190526,CYT
-1.177795,0.710141,-0.779423,0,-0.866025,-2.095781,-0.779423,MIT
0.779423,0.779423,-1.991858,1.437602,-0.866025,-1.576166,-0.554256,POX
-0.536936,0.935307,-0.571577,0,-0.866025,-1.437602,-0.571577,NUC
-0.536936,0.831384,-0.606218,0,-0.866025,-1.420282,-0.606218,NUC
-0.640859,0.987269,-0.363731,0,-0.866025,-1.489564,-0.363731,NUC
-0.69282,0.969948,-1.160474,0,-0.866025,-1.506884,-1.160474,CYT
-0.588897,1.160474,-0.311769,0,-0.866025,-1.489564,-0.311769,CYT
-0.744782,0.935307,-0.225167,0,-0.866025,-1.558846,-0.225167,CYT
-0.658179,0.935307,-0.311769,0,-0.866025,-1.489564,-0.311769,CYT
-0.987269,0.866025,-0.917987,0,-0.866025,-1.905256,-0.917987,CYT
-1.108513,0.883346,-0.398372,0,-0.866025,-2.147743,-0.398372,CYT
-0.952628,0.866025,-0.294449,0,-0.866025,-1.853294,-0.294449,CYT
-0.987269,0.814064,-0.259808,0,-0.866025,-1.905256,-0.259808,CYT
-0.727461,0.727461,-0.415692,0,-0.866025,-1.766692,-0.415692,CYT
-0.866025,0.814064,-0.484974,0,-0.866025,-1.818653,-0.484974,CYT
-0.727461,0.762102,-0.190526,0,-0.866025,-1.71473,-0.190526,CYT
-1.212436,0.6755,-0.467654,0,-0.866025,-2.06114,-0.467654,ME1
-1.247077,0.433013,-0.571577,0,-0.866025,-2.217025,-0.571577,MIT
-0.727461,0.917987,-0.363731,0,-0.866025,-1.71473,-0.363731,CYT
-0.883346,0.796743,-0.935307,0,-0.866025,-1.835974,-0.935307,MIT
-0.969948,0.762102,-1.004589,0,-0.866025,-1.853294,-1.004589,MIT
-0.969948,1.02191,-0.917987,0,-0.866025,-1.749371,-0.917987,MIT
-1.004589,1.02191,-0.848705,0,-0.866025,-1.853294,-0.848705,MIT
-1.073872,0.484974,-0.502295,0,-0.866025,-2.04382,-0.502295,MIT
-1.056551,0.519615,-0.519615,0,-0.866025,-2.04382,-0.519615,MIT
-0.744782,0.69282,-0.571577,0,-0.866025,-1.576166,-0.571577,MIT
-0.987269,0.727461,-0.640859,0,-0.866025,-1.887935,-0.640859,MIT
-0.536936,1.247077,-0.207846,0,-0.866025,-1.229756,-0.207846,MIT
-0.796743,0.744782,-0.779423,0,-0.866025,-1.69741,-0.779423,MIT
-1.004589,0.779423,-1.125833,0,-0.866025,-1.801333,-1.125833,MIT
-1.056551,0.571577,-0.381051,0,-0.866025,-1.939897,-0.381051,MIT
-1.333679,0.640859,-0.588897,0,-0.866025,-2.217025,-0.588897,MIT
-0.900666,1.073872,-0.883346,0,-0.866025,-1.732051,-0.883346,MIT
-1.03923,0.987269,-0.969948,0,-0.866025,-1.662769,-0.969948,MIT
-0.710141,0.900666,-0.866025,0,-0.866025,-1.437602,-0.866025,MIT
-0.69282,0.969948,-1.212436,0,-0.866025,-1.558846,-1.212436,MIT
-1.004589,0.866025,-0.883346,0,-0.866025,-1.766692,-0.883346,MIT
-0.779423,0.779423,-0.935307,0,-0.866025,-1.645448,-0.935307,MIT
-1.177795,0.866025,-0.502295,0,-0.866025,-1.974538,-0.502295,MIT
-0.883346,0.831384,-0.484974,0,-0.866025,-1.71473,-0.484974,CYT
-1.143154,0.779423,-0.363731,0,-0.866025,-2.078461,-0.363731,CYT
-0.69282,0.952628,-0.207846,0,-0.866025,-1.645448,-0.207846,CYT
-1.36832,1.03923,-0.398372,0,-0.866025,-2.199705,-0.398372,EXC
-0.796743,0.917987,-0.848705,0,-0.866025,-1.766692,-0.848705,MIT
-1.437602,0.658179,-0.519615,0,-0.866025,-2.39023,-0.519615,ME1
-1.281718,1.818653,-0.433013,0,-1.732051,-2.199705,-0.433013,ERL
-1.125833,0.762102,-0.484974,0,-0.866025,-2.165064,-0.484974,VAC
-0.935307,0.640859,-0.242487,0,-0.866025,-1.801333,-0.242487,ME3
-0.900666,0.900666,-0.294449,0,-0.866025,-1.69741,-0.294449,NUC
-0.710141,1.195115,-0.415692,0,-0.866025,-1.402961,-0.415692,CYT
-0.710141,1.143154,-0.363731,0,-0.866025,-1.437602,-0.363731,CYT
-0.969948,0.762102,-0.207846,0,-0.866025,-1.853294,-0.207846,NUC
-0.658179,1.264397,-0.433013,0,-0.866025,-1.402961,-0.433013,NUC
-0.623538,1.177795,-0.190526,0,-0.866025,-1.247077,-0.190526,NUC
-1.056551,0.623538,-0.467654,0,-0.866025,-1.957217,-0.467654,ME2
-0.051962,1.177795,-1.195115,0.866025,-0.866025,-1.645448,-0.32909,POX
-0.779423,0.900666,-0.294449,0,-0.866025,-1.662769,-0.294449,NUC
-0.796743,0.935307,-0.900666,0,-0.866025,-1.662769,-0.900666,NUC
-0.640859,0.450333,-0.242487,0,-0.866025,-1.628128,-0.242487,ME3
-1.351,0.917987,-0.398372,0,-0.866025,-2.147743,-0.398372,EXC
-1.299038,1.004589,-0.398372,0,-0.866025,-2.095781,-0.398372,EXC
-0.883346,1.091192,-0.259808,0,-0.866025,-1.662769,-0.259808,CYT
-0.883346,1.212436,-0.294449,0,-0.866025,-1.835974,-0.294449,CYT
-0.883346,1.212436,-0.294449,0,-0.866025,-1.835974,-0.294449,CYT
-0.762102,0.848705,-0.571577,0,-0.866025,-1.662769,-0.571577,MIT
-0.935307,1.073872,-0.259808,0,-0.866025,-1.957217,-0.259808,MIT
-0.969948,0.883346,-0.242487,0,-0.866025,-1.784012,-0.242487,MIT
-0.917987,1.056551,-0.225167,0,-0.866025,-1.766692,-0.225167,MIT
-0.987269,1.125833,-0.381051,0,-0.866025,-1.974538,-0.381051,MIT
-0.467654,0.952628,-0.623538,0,-0.866025,-1.36832,-0.623538,CYT
-0.450333,0.848705,-0.242487,0,-0.866025,-1.36832,-0.242487,CYT
-0.917987,0.935307,-0.242487,0,-0.866025,-1.801333,-0.242487,CYT
-1.177795,0.744782,-0.883346,0,-0.866025,-2.078461,-0.883346,MIT
-0.6755,1.247077,-0.190526,0,-0.866025,-1.437602,-0.190526,MIT
-0.727461,0.554256,-0.519615,0,-0.866025,-1.628128,-0.519615,ME3
-0.727461,0.467654,-0.398372,0,-0.866025,-1.645448,-0.398372,ME3
0.519615,0.883346,-1.835974,1.437602,-0.866025,-1.801333,-0.398372,POX
-1.004589,0.900666,-0.363731,0,-0.866025,-1.939897,-0.363731,NUC
-0.484974,0.952628,-0.207846,0,-0.866025,-1.195115,-0.207846,NUC
-0.744782,0.935307,-0.277128,0,-0.866025,-1.610807,-0.277128,NUC
-1.177795,0.606218,-0.138564,0,-0.866025,-2.095781,-0.138564,VAC
-0.623538,1.264397,-0.571577,0,-0.866025,-1.264397,-0.571577,NUC
-0.69282,1.073872,-0.381051,0,-0.866025,-1.506884,-0.381051,NUC
-0.554256,0.848705,-0.363731,0,-0.866025,-1.437602,-0.363731,NUC
-0.34641,1.02191,-0.34641,0,-0.866025,-1.108513,-0.34641,NUC
-0.935307,0.969948,-0.381051,0,-0.866025,-1.801333,-0.381051,NUC
-0.415692,0.831384,-0.277128,0,-0.866025,-1.299038,-0.277128,NUC
-0.831384,1.091192,-0.381051,0,-0.866025,-1.628128,-0.381051,CYT
-0.796743,0.814064,-0.259808,0,-0.866025,-1.71473,-0.259808,CYT
-0.969948,0.814064,-0.34641,0,-0.866025,-1.835974,-0.34641,NUC
-0.415692,1.091192,-0.450333,0,-0.866025,-1.125833,-0.450333,NUC
-1.125833,0.883346,-1.073872,0,-0.866025,-2.04382,-1.073872,MIT
-0.6755,0.987269,-0.242487,0,-0.866025,-1.489564,-0.242487,NUC
-0.883346,0.935307,-0.155885,0,-0.866025,-1.71473,-0.155885,NUC
-1.056551,0.814064,-0.363731,0,-0.866025,-2.009179,-0.363731,NUC
-0.727461,0.6755,-0.277128,0,-0.866025,-1.628128,-0.277128,ME2
-0.606218,0.900666,-0.277128,0,-0.866025,-1.489564,-0.277128,CYT
-0.744782,0.866025,-1.36832,0,-0.866025,-1.593487,-1.36832,NUC
-0.952628,0.588897,-0.277128,0,-0.866025,-1.835974,-0.277128,ME3
-0.900666,0.883346,-0.32909,0,-0.866025,-1.835974,-0.32909,CYT
-0.519615,1.03923,-0.207846,0,-0.866025,-1.36832,-0.207846,NUC
-0.917987,0.848705,-0.398372,0,-0.866025,-1.732051,-0.398372,NUC
-1.004589,0.519615,-0.069282,0,-0.866025,-1.922576,-0.069282,ME2
-0.779423,0.848705,-0.311769,0,-0.866025,-1.71473,-0.311769,CYT
-0.935307,0.900666,-0.363731,0,-0.866025,-1.766692,-0.363731,CYT
-0.6755,1.02191,-0.190526,0,-0.866025,-1.506884,-0.190526,NUC
-0.848705,0.484974,-0.381051,0,-0.866025,-1.749371,-0.381051,ME3
-1.212436,0.502295,-0.398372,0,-0.866025,-2.130422,-0.398372,ME1
-0.796743,0.883346,-0.190526,0,-0.866025,-1.69741,-0.190526,CYT
-0.969948,0.814064,-0.554256,0,-0.866025,-1.957217,-0.554256,CYT
-0.969948,0.796743,-0.554256,0,-0.866025,-1.957217,-0.554256,CYT
-0.744782,0.640859,-0.259808,0,-0.866025,-1.662769,-0.259808,ME3
-1.299038,0.710141,-0.242487,0,-0.866025,-2.095781,-0.242487,ME3
-0.969948,0.640859,-0.467654,0,-0.866025,-1.870615,-0.467654,ME2
-1.03923,0.658179,-0.207846,0,-0.866025,-1.991858,-0.207846,ME3
-1.125833,0.814064,-0.588897,0,-0.866025,-2.026499,-0.588897,CYT
-1.02191,0.727461,-0.277128,0,-0.866025,-1.922576,-0.277128,ME2
-1.004589,0.69282,-0.32909,0,-0.866025,-1.974538,-0.32909,CYT
-1.056551,0.623538,-0.381051,0,-0.866025,-1.991858,-0.381051,ME2
-0.969948,0.710141,-0.242487,0,-0.866025,-1.905256,-0.242487,CYT
-1.056551,0.69282,-0.381051,0,-0.866025,-1.939897,-0.381051,ME3
-0.917987,0.623538,-0.311769,0,-0.866025,-1.818653,-0.311769,ME3
-0.796743,0.779423,-0.32909,0,-0.866025,-1.628128,-0.32909,ME3
-0.814064,0.917987,-0.207846,0,-0.866025,-1.71473,-0.207846,CYT
-0.658179,0.762102,-0.32909,0,-0.866025,-1.541525,-0.32909,ME2
-1.004589,0.744782,-0.225167,0,-0.866025,-1.922576,-0.225167,CYT
-1.177795,0.6755,-0.32909,0,-0.866025,-2.095781,-0.32909,ME3
-0.952628,0.779423,-0.277128,0,-0.866025,-1.749371,-0.277128,ME2
-0.796743,0.658179,-0.536936,0,-0.866025,-1.801333,-0.536936,NUC
-1.03923,0.779423,-0.225167,0,-0.866025,-1.939897,-0.225167,NUC
-1.385641,1.680089,-0.69282,0,-1.732051,-2.320948,-0.69282,ERL
-1.506884,0.848705,-0.640859,0,-0.866025,-2.338269,-0.640859,EXC
-0.796743,1.628128,-0.259808,0,-1.732051,-1.749371,-0.259808,CYT
-0.883346,0.831384,-0.242487,0,-0.866025,-1.749371,-0.242487,CYT
-1.056551,0.779423,-0.450333,0,-0.866025,-1.922576,-0.450333,CYT
-1.073872,0.69282,-0.207846,0,-0.866025,-1.974538,-0.207846,CYT
-0.69282,0.883346,-0.311769,0,-0.866025,-1.558846,-0.311769,CYT
-1.073872,0.796743,-0.415692,0,-0.866025,-2.06114,-0.415692,CYT
-1.03923,0.831384,-0.415692,0,-0.866025,-1.957217,-0.415692,CYT
-1.02191,0.935307,-0.259808,0,-0.866025,-1.870615,-0.259808,CYT
-0.606218,0.484974,-0.294449,0,-0.866025,-1.558846,-0.294449,ME3
-0.952628,0.762102,-0.381051,0,-0.866025,-1.784012,-0.381051,ME3
-0.762102,0.554256,-0.207846,0,-0.866025,-1.558846,-0.207846,ME3
-0.762102,0.883346,-0.138564,0,-0.866025,-1.593487,-0.138564,NUC
-1.420282,0.900666,-0.623538,0,-0.866025,-2.095781,-0.623538,EXC
0.398372,0.848705,-1.662769,1.437602,-0.866025,-1.939897,-0.225167,POX
-0.831384,0.6755,-0.363731,0,-0.866025,-1.784012,-0.363731,POX
-0.623538,0.952628,-0.294449,0,-0.866025,-1.524205,-0.294449,CYT
-1.247077,0.69282,-0.433013,0,-0.866025,-2.234346,-0.433013,ME1
-0.987269,0.744782,-0.32909,0,-0.866025,-2.009179,-0.32909,NUC
-0.900666,0.69282,-0.294449,0,-0.866025,-1.766692,-0.294449,ME3
-1.333679,0.554256,-0.814064,0,-0.866025,-2.234346,-0.814064,ME1
-1.558846,0.623538,-0.710141,0,-0.866025,-2.476833,-0.710141,ME2
-0.69282,0.900666,-0.242487,0,-0.866025,-1.628128,-0.242487,CYT
-0.814064,1.02191,-0.277128,0,-0.866025,-1.662769,-0.277128,CYT
-0.6755,0.900666,-0.900666,0,-0.866025,-1.524205,-0.900666,CYT
-0.588897,0.450333,-0.381051,0,-0.866025,-1.558846,-0.381051,ME3
