@relation 'yeast-weka.filters.unsupervised.attribute.Remove-R1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M7-C'

@attribute -0.706mcg-0.597gvh-0.333mit+0.132alm+0.129nuc... numeric
@attribute -0.93mit+0.221mcg+0.218gvh-0.177alm+0.084vac... numeric
@attribute -0.974nuc+0.153alm-0.104gvh-0.087vac-0.086mit... numeric
@attribute 0.622alm+0.591mcg-0.475gvh+0.153nuc-0.093mit... numeric
@attribute -0.713alm-0.6gvh+0.319mcg+0.136vac+0.081mit... numeric
@attribute '-0.998pox-0.047vac-0.047nuc-0.014mit+0.01 alm...' numeric
@attribute '0.97 vac+0.18 alm+0.129erl-0.065nuc+0.046mit...' numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
-0.120913,-0.179575,0.03423,0.030781,0.058295,0.005686,0.060627,NUC
-0.13112,0.099529,0.064237,0.08225,-0.076413,0.015733,-0.059842,NUC
0.093511,-0.033447,0.049235,-0.125683,0.051924,0.010306,-0.058274,NUC
0.037234,0.090697,0.058141,-0.058703,-0.084263,0.008787,0.045436,CYT
0.339334,0.069522,-0.219698,0.0557,-0.101741,-0.003945,0.020838,NUC
-0.013356,0.123401,0.040262,0.073701,0.025986,0.013747,-0.055604,CYT
0.029916,-0.051789,-0.027667,-0.107143,-0.042323,0.002617,0.040081,CYT
0.279465,-0.140641,-0.427432,-0.0364,0.006881,-0.017454,0.006346,NUC
0.105053,0.032277,0.076838,0.079568,0.09753,0.012244,-0.000136,NUC
-0.012253,0.146666,0.037478,0.057717,0.01327,0.012395,-0.027067,NUC
0.172673,0.076506,-0.135862,0.068064,0.009119,0.000125,0.02985,CYT
0.111598,-0.105999,-0.121997,-0.025376,0.074712,0.000746,-0.031829,NUC
0.091631,-0.004129,-0.044711,0.016517,0.018758,0.003438,0.037644,CYT
0.019693,0.111894,-0.020191,-0.18584,-0.128398,0.004361,0.021582,NUC
0.199115,0.045517,0.082432,0.041851,0.087686,0.010749,0.030197,NUC
0.152912,0.104219,0.086902,0.03007,-0.03656,0.013142,-0.000085,CYT
-0.361823,-0.277554,-0.139736,-0.012589,-0.056465,-0.003073,0.039095,NUC
0.062386,0.078092,0.023934,0.036727,-0.017017,0.010523,-0.018081,NUC
-0.269852,-0.080941,0.015788,0.037276,0.057334,0.004593,0.087801,MIT
0.167934,-0.025029,0.000062,0.11726,-0.135445,0.005906,0.074674,CYT
0.167934,-0.025029,0.000062,0.11726,-0.135445,0.005906,0.074674,CYT
-0.010762,0.065796,0.05661,0.017367,0.027797,0.010343,0.016915,CYT
0.120872,0.120863,-0.168529,-0.012832,-0.05365,-0.00087,0.003498,NUC
-0.028968,0.092271,0.029109,0.053672,-0.001525,0.007902,0.059058,NUC
0.168345,0.112646,0.059354,-0.10822,0.032162,0.007614,0.047237,ME3
0.107151,0.033806,0.058022,-0.061462,0.077353,0.01038,-0.020751,ME3
0.133359,-0.040957,0.030376,-0.259013,0.051775,0.005326,-0.008482,ME3
0.088729,-0.146863,-0.208048,-0.084412,0.094221,-0.004838,-0.034076,ME3
0.254051,0.114165,-0.196823,-0.19529,0.07701,-0.003767,-0.037949,ME3
0.189793,-0.029896,-0.026903,-0.056762,-0.050269,0.004249,0.017078,NUC
-0.04554,0.083327,0.042001,-0.102089,-0.034458,0.010821,-0.038581,CYT
-0.079556,0.051455,0.0601,0.113185,0.081238,0.012837,-0.013091,CYT
0.314616,0.047643,0.040934,-0.084949,-0.085837,0.008222,0.012136,CYT
-0.101312,-0.150935,0.009973,-0.222443,-0.079822,0.002967,0.034471,MIT
0.082507,-0.082984,0.100998,0.003215,0.076585,-0.820139,-0.000106,POX
0.239145,-0.155501,-0.028017,0.015037,0.015059,0.003038,0.03611,NUC
0.091313,-0.123489,-0.003927,0.070829,0.125501,0.006114,0.011203,NUC
0.180349,-0.019999,0.084445,0.024706,-0.004389,0.011574,0.0063,NUC
-0.001223,-0.435303,0.038925,-0.043217,0.036818,0.005477,0.002188,CYT
0.323496,-0.050102,0.109937,0.0373,-0.122019,0.010745,0.062222,CYT
0.08739,0.098981,0.077149,0.039231,0.021095,0.013825,-0.029508,CYT
0.066413,0.051728,0.077781,0.093305,0.065306,0.013546,-0.017411,CYT
-0.081817,-0.253568,-0.001879,-0.087557,-0.05778,0.002522,0.050704,CYT
-0.053934,0.042861,0.050949,-0.023963,-0.153478,0.005758,0.119592,CYT
0.129651,0.050555,0.061795,-0.1257,-0.105287,0.008469,0.02875,CYT
0.114452,0.080102,0.057328,-0.140667,-0.1001,0.008051,0.033596,CYT
0.175126,-0.033953,0.062138,-0.071055,-0.007552,0.004663,0.109241,CYT
-0.071487,0.002469,0.020557,0.055584,0.024731,0.007089,0.051447,CYT
0.182462,0.09723,0.073426,-0.03324,0.000862,0.008329,0.070685,CYT
-0.321446,0.109943,0.010784,-0.030517,0.048773,0.010259,-0.035938,ME1
-0.265353,0.045781,-0.010596,-0.177536,0.056482,0.003934,0.026861,MIT
0.111645,0.003847,0.077295,0.054845,-0.03287,0.008448,0.089111,CYT
-0.113334,-0.250426,-0.022443,-0.017784,0.023205,0.001571,0.062608,MIT
-0.247582,-0.246082,0.009917,-0.021848,0.072499,0.005329,0.014333,MIT
-0.140121,-0.244897,0.03518,-0.02147,-0.038939,0.00871,-0.026223,MIT
-0.17155,-0.192991,-0.000901,0.035954,-0.061059,0.006379,0.013336,MIT
-0.258266,0.08137,-0.052681,-0.033521,0.122469,0.003735,0.022801,MIT
-0.259632,0.064264,0.009621,-0.021023,0.113655,0.00628,0.042277,MIT
0.032379,-0.06863,-0.018534,-0.069477,0.117409,0.006099,-0.036983,MIT
-0.138993,-0.058746,-0.00363,-0.045087,0.036625,0.005749,0.012709,MIT
0.227814,0.041275,0.114608,0.129749,-0.018005,0.018484,-0.075694,MIT
-0.046046,-0.177187,0.03314,-0.045967,0.078672,0.006062,0.022834,MIT
-0.133632,-0.34965,-0.034958,-0.176715,0.018048,0.002265,-0.033681,MIT
-0.143888,0.110121,0.019521,-0.104286,0.078948,0.008714,-0.020608,MIT
-0.224684,0.010892,0.000055,-0.207852,-0.058078,0.005638,-0.005529,MIT
-0.088234,-0.24754,0.047953,0.0224,-0.061628,0.008258,0.013468,MIT
-0.165305,-0.258827,0.020067,-0.122053,-0.003903,0.010865,-0.131,MIT
-0.038979,-0.239006,0.041027,-0.019069,0.109404,0.010375,-0.074063,MIT
-0.085544,-0.441622,0.036286,0.035276,0.057005,0.004984,0.034352,MIT
-0.052514,-0.238315,0.023214,-0.179166,-0.030429,0.006908,-0.049784,MIT
-0.111922,-0.251443,0.027098,-0.012448,0.108368,0.006346,0.005508,MIT
-0.248499,0.052613,0.027438,-0.018031,-0.024213,0.011542,-0.047001,MIT
-0.045333,-0.004494,0.046774,-0.020849,0.035047,0.010543,-0.02331,CYT
0.02191,0.053785,0.010701,-0.173633,-0.133352,0.004903,0.041274,CYT
0.097535,0.099192,0.087331,0.121596,-0.00542,0.011587,0.062874,CYT
-0.349399,0.135009,0.035883,0.067431,-0.146006,0.012877,-0.012091,EXC
-0.027689,-0.240186,0.047961,0.022285,-0.018798,0.0048,0.089397,MIT
-0.389681,0.102191,-0.002483,-0.080592,-0.060591,0.006438,0.033355,ME1
-0.343886,0.119307,0.030628,0.096286,-0.110479,0.015229,0.101582,ERL
-0.217794,0.063129,-0.14437,0.080737,-0.048619,-0.002004,0.09008,VAC
0.013383,0.136519,0.041296,-0.115173,0.05345,0.009955,-0.024497,ME3
-0.03278,0.101386,0.05939,0.01638,0.012694,0.013489,-0.045161,NUC
0.018373,-0.009965,0.08661,0.141249,0.000945,0.017223,-0.080695,CYT
0.03365,0.019161,0.0861,0.130276,0.005176,0.01652,-0.064123,CYT
-0.059202,0.170532,0.05023,-0.008844,0.019216,0.011485,-0.005013,NUC
0.069737,-0.044514,0.097674,0.171985,-0.038806,0.016179,-0.03715,NUC
0.246802,0.054352,0.112774,0.011623,-0.021983,0.019082,-0.126025,NUC
-0.226045,0.079545,0.018619,-0.025722,0.087718,0.008876,-0.004795,ME2
0.104475,0.022145,0.108327,-0.018172,-0.145348,-0.484387,-0.075347,POX
0.1242,0.048852,0.043497,-0.007501,-0.024145,0.009267,0.015502,NUC
0.085455,-0.297379,-0.070885,-0.083013,-0.048672,-0.00043,0.021141,NUC
0.197273,0.089775,-0.038852,-0.116349,0.151809,0.002158,0.034083,ME3
-0.390125,0.158123,0.024005,0.047423,-0.062649,0.013471,-0.049419,EXC
-0.365625,0.142741,0.034741,0.092739,-0.080299,0.014168,-0.040406,EXC
0.105542,0.067046,0.03236,0.00487,-0.107036,0.011539,-0.035923,CYT
0.133777,0.019198,0.097118,0.075213,-0.218858,0.010275,0.096953,CYT
0.133777,0.019198,0.097118,0.075213,-0.218858,0.010275,0.096953,CYT
-0.014486,-0.071729,0.053899,0.035581,0.050896,0.008905,0.026805,MIT
0.059908,0.072481,0.084659,0.082035,-0.179021,0.008851,0.124932,MIT
0.066002,0.103422,0.059906,-0.095257,-0.063346,0.011651,-0.031404,MIT
0.010876,0.115429,0.078028,0.069755,-0.087561,0.01349,0.004772,MIT
0.04869,0.00164,0.07956,0.045501,-0.213926,0.008297,0.111886,MIT
0.136223,-0.165804,0.118533,0.097353,0.089958,0.011302,0.044305,CYT
0.418546,-0.004066,-0.118593,-0.017585,0.016381,-0.000932,0.026475,CYT
0.014625,0.112221,0.068177,0.024303,-0.054755,0.011718,0.016302,CYT
-0.137573,-0.192355,-0.178865,-0.156482,-0.078253,-0.005608,0.014908,MIT
0.293604,0.031109,0.112571,0.025626,-0.137648,0.015172,-0.025036,MIT
-0.029076,-0.013727,0.032241,-0.045994,0.188008,0.007978,-0.005894,ME3
0.136911,0.012771,0.035155,-0.18938,0.145291,0.006111,0.000515,ME3
0.028625,0.024669,0.100993,-0.033153,-0.051919,-0.818508,-0.016415,POX
-0.080139,0.078649,-0.052661,0.061986,-0.064671,0.004702,0.040545,NUC
0.245586,0.057206,0.093,0.02598,0.105844,0.016342,-0.093819,NUC
0.031294,0.083805,0.075251,0.094069,0.028537,0.012949,0.004011,NUC
0.031907,0.19983,0.003665,-0.232743,-0.075668,0.00612,0.005454,VAC
0.243558,-0.173512,0.006155,0.001616,-0.075159,0.010703,-0.099579,NUC
0.204025,-0.033465,-0.058691,0.034969,-0.066234,0.00519,-0.015992,NUC
0.173621,-0.009767,0.077997,0.033173,0.083836,0.010757,0.013534,NUC
0.388179,-0.079901,0.105477,0.002998,0.063529,0.013474,-0.043006,NUC
-0.025309,0.049183,-0.084096,0.065733,-0.060999,0.00446,0.000936,NUC
0.279045,0.00775,0.090159,0.034065,0.115765,0.01134,0.011475,NUC
0.115971,-0.013121,0.079368,-0.007341,-0.095019,0.012402,-0.016942,CYT
-0.158582,0.162374,0.059841,0.195397,0.118802,0.013383,0.017319,CYT
-0.076445,0.099312,-0.108846,0.033247,0.004735,0.003736,-0.01855,NUC
0.219301,-0.091396,0.096991,0.093558,0.090547,0.015574,-0.073671,NUC
-0.172254,-0.310567,-0.124191,-0.087186,-0.100897,-0.003955,0.048107,MIT
0.154234,0.06237,0.086127,0.040451,0.005394,0.013671,-0.02161,NUC
0.050848,0.155494,0.043542,0.020869,-0.034909,0.012193,-0.022121,NUC
-0.065075,0.079237,-0.032423,-0.017986,-0.069704,0.004458,0.047026,NUC
0.0338,0.101852,0.055091,0.00456,0.123555,0.010596,0.00066,ME2
0.157108,0.048178,0.014851,0.076553,0.048012,0.008696,0.010742,CYT
-0.061303,-0.50812,-0.382773,0.008944,0.052055,-0.016226,-0.009197,NUC
0.001917,0.13819,-0.209514,-0.073191,0.059113,-0.002335,-0.035119,ME3
-0.031997,0.077143,0.061398,0.051559,-0.024678,0.010132,0.046006,CYT
0.1002,0.094996,0.051044,0.228552,0.078513,0.013511,-0.003464,NUC
0.072493,0.010092,0.052815,-0.119523,-0.033348,0.010069,-0.029877,NUC
-0.237187,0.327515,0.030333,0.060706,0.168643,0.01277,-0.019373,ME2
0.130446,0.037065,0.069611,-0.027265,-0.023418,0.008919,0.047703,CYT
-0.017301,0.059403,-0.021944,0.002556,-0.026193,0.007925,-0.024171,CYT
0.2244,0.068089,0.093884,0.013754,-0.042553,0.013165,-0.005157,NUC
0.096166,0.042676,-0.058372,-0.195295,0.10091,0.002254,-0.016182,ME3
-0.338102,0.167741,0.001024,-0.049609,0.103303,0.008648,-0.010786,ME1
0.068851,0.14312,-0.179793,0.110402,-0.005908,0.000219,0.002738,CYT
-0.023512,-0.055062,0.044024,-0.053152,-0.061941,0.005426,0.082992,CYT
-0.02483,-0.053295,0.042499,-0.059368,-0.054813,0.005327,0.081189,CYT
0.206027,0.06059,0.057147,-0.154132,0.045584,0.00771,0.01658,ME3
-0.146382,0.190043,0.022075,-0.182017,-0.06201,0.010909,-0.065001,ME3
-0.208988,0.071297,0.024957,0.016049,0.116948,0.009501,-0.003672,ME2
-0.086611,0.186156,0.039555,-0.043497,0.014935,0.009138,0.030198,ME3
-0.152881,-0.029461,0.028034,-0.071516,-0.056789,0.007252,0.023324,CYT
-0.08491,0.140282,0.041485,-0.039722,0.009777,0.010042,0.005057,ME2
-0.094845,0.115433,-0.009524,-0.009101,0.012112,0.005855,0.044917,CYT
-0.369511,0.1751,0.019951,0.125736,0.145408,0.011057,0.008134,ME2
-0.045359,0.147817,0.046465,-0.030867,0.01537,0.009499,0.02603,CYT
-0.162889,0.106606,0.029457,-0.03712,0.041794,0.00979,-0.009344,ME3
-0.070708,0.121414,0.036657,-0.044482,0.09334,0.009657,-0.005186,ME3
0.130477,0.035938,0.058238,-0.107975,0.024945,0.010251,-0.027074,ME3
0.190951,0.0765,0.078761,-0.058548,-0.079569,0.010119,0.03153,CYT
0.194318,0.013043,0.067345,-0.071838,0.056382,0.009382,0.006319,ME2
-0.101825,0.174368,0.046346,0.008991,0.016375,0.010749,0.015299,CYT
-0.12326,0.127544,0.026406,-0.122104,-0.038886,0.007956,0.013887,ME3
-0.176546,0.167238,0.04331,0.060094,0.097952,0.014366,-0.064001,ME2
-0.008276,-0.025416,-0.212812,0.04352,0.068407,-0.006181,0.057491,NUC
0.105384,0.120423,-0.152788,-0.12109,-0.105531,-0.001187,0.002877,NUC
-0.432022,0.003934,0.000202,0.003696,-0.086207,0.011404,0.105868,ERL
-0.458252,0.041739,-0.001177,-0.051863,-0.104204,0.009232,-0.025515,EXC
0.164449,0.076103,-0.065848,-0.053601,-0.030332,0.006538,0.106292,CYT
0.074015,0.101677,0.061926,-0.056218,-0.019714,0.010863,-0.003311,CYT
-0.128369,0.048222,0.034114,-0.050632,-0.003951,0.009505,-0.007973,CYT
-0.130613,0.201418,0.00843,-0.022625,0.019712,0.009397,-0.004365,CYT
0.263792,-0.003696,0.029135,-0.08789,-0.032898,0.007266,0.00677,CYT
-0.111646,0.058529,0.04109,-0.015384,-0.062245,0.007132,0.073802,CYT
-0.115561,0.058766,0.043221,-0.003257,-0.035073,0.00914,0.030702,CYT
-0.153654,0.164283,-0.051012,0.119163,-0.022736,0.008704,-0.020196,CYT
0.117503,0.076231,0.048163,-0.062615,0.201973,0.007951,0.018517,ME3
-0.061572,0.069301,0.041478,-0.053226,0.037885,0.01084,-0.033604,ME3
