@relation yeast-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RandomProjection-N7-R52-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
-1.524205,-1.03923,-2.113102,0,-0.536936,0.588897,1.420282,EXC
-1.351,-1.195115,-1.922576,0,-0.519615,0.6755,1.576166,MIT
-1.454923,-1.02191,-1.991858,0,-0.588897,0.814064,1.402961,MIT
-1.766692,-0.727461,-1.974538,0,-0.363731,0.519615,1.108513,CYT
-1.437602,-0.796743,-1.610807,0,0.069282,0.588897,1.177795,ME3
-1.71473,-0.6755,-1.420282,0,-0.069282,0.536936,1.056551,ME3
-1.420282,-1.02191,-1.766692,0,-0.450333,0.207846,1.402961,CYT
-2.199705,-0.484974,-1.385641,0,-0.866025,-0.069282,1.299038,NUC
-1.784012,-0.848705,-1.628128,0,-0.502295,0.259808,1.229756,CYT
-1.593487,-0.796743,-1.645448,0,-0.051962,0.744782,1.177795,ME3
-1.870615,-0.900666,-1.541525,0,-0.536936,0.294449,1.281718,CYT
-1.887935,-0.796743,-1.922576,0,0.138564,0.658179,1.177795,CYT
-1.870615,-0.935307,-2.026499,0,-0.450333,0.848705,1.316359,CYT
-1.680089,-0.969948,-1.870615,0,0.086603,0.640859,1.351,CYT
-1.402961,-1.195115,-1.576166,0,0,-0.086603,1.662769,POX
-1.558846,-0.900666,-1.610807,0,-0.277128,0.502295,1.281718,NUC
-2.476833,-0.207846,-1.541525,0,-0.259808,0.225167,1.160474,NUC
-1.36832,-1.195115,-1.610807,0,-0.727461,-0.051962,1.662769,NUC
-3.186973,0.554256,-1.749371,0,-0.207846,0.606218,1.177795,NUC
-1.073872,-1.506884,-1.645448,0,-1.02191,-0.259808,1.887935,MIT
-1.506884,-1.143154,-2.130422,0,-0.519615,0.450333,1.524205,MIT
-1.402961,-1.281718,-1.801333,0,-0.796743,-0.017321,1.662769,MIT
-1.69741,-0.450333,-1.732051,0,0.32909,0.519615,0.831384,MIT
-1.939897,-0.987269,-1.853294,0,-0.606218,0.259808,1.36832,MIT
-1.264397,-0.987269,-1.576166,0,-0.536936,0.588897,1.36832,MIT
-1.402961,-1.316359,-1.870615,0,-0.866025,0.121244,1.69741,MIT
-1.437602,-1.281718,-2.009179,0,-0.883346,0.32909,1.662769,MIT
-1.506884,-1.125833,-1.887935,0,-0.779423,0.294449,1.662769,MIT
-1.299038,-1.091192,-1.541525,0,-0.588897,0.415692,1.472243,ME3
-1.887935,-0.744782,-2.009179,0,-0.190526,0.779423,1.125833,MIT
-1.974538,-0.710141,-1.576166,0,-0.34641,0.381051,1.177795,NUC
-1.160474,-1.454923,-2.06114,0,-0.536936,0.311769,1.835974,MIT
-2.165064,-0.433013,-1.835974,0,-0.034641,0.796743,0.866025,NUC
-1.818653,-0.900666,-1.71473,0,-0.796743,-0.121244,1.645448,CYT
-1.974538,-0.69282,-2.095781,0,0.034641,0.848705,1.073872,CYT
-1.766692,-0.848705,-1.974538,0,-0.138564,0.536936,1.385641,CYT
-1.870615,-0.69282,-1.853294,0,-0.450333,0.433013,1.143154,CYT
-1.506884,-1.195115,-1.784012,0,-0.987269,0.155885,1.662769,NUC
-1.905256,-0.779423,-1.939897,0,0.103923,0.727461,1.160474,NUC
-1.905256,-0.762102,-1.801333,0,-0.086603,0.571577,1.299038,CYT
-2.303628,-0.363731,-1.870615,0,-0.190526,0.554256,1.385641,ME3
-1.818653,-0.831384,-1.801333,0,-0.242487,0.640859,1.212436,NUC
-2.130422,-0.606218,-1.558846,0,-0.207846,0.294449,1.125833,CYT
-1.835974,-1.229756,-1.662769,0,-1.004589,0.034641,1.610807,NUC
-1.939897,-0.710141,-1.784012,0,-0.086603,0.536936,1.091192,CYT
-1.316359,-1.385641,-1.71473,0,-1.073872,0.017321,1.766692,NUC
-1.905256,-0.69282,-2.026499,0,-0.277128,0.710141,1.073872,NUC
-1.472243,-0.866025,-1.489564,0,-0.225167,0.32909,1.247077,NUC
-1.887935,-0.831384,-1.905256,0,-0.103923,0.710141,1.212436,CYT
-2.71932,-0.103923,-1.69741,0,-0.034641,0.484974,1.056551,NUC
-1.922576,-0.588897,-1.69741,0,-0.34641,0.588897,1.02191,CYT
-1.662769,-0.969948,-1.784012,0,-0.32909,0.415692,1.472243,CYT
-2.338269,-0.259808,-1.437602,0,-0.467654,0.034641,1.506884,NUC
-1.784012,-0.814064,-1.454923,0,-0.623538,0.259808,1.195115,NUC
-1.957217,-0.606218,-1.732051,0,-0.311769,0.658179,1.03923,NUC
-2.303628,-0.415692,-1.593487,0,-0.398372,0.433013,1.177795,CYT
-1.732051,-0.727461,-1.437602,0,-0.588897,0.086603,1.420282,NUC
-1.905256,-0.779423,-1.628128,0,-0.519615,0.32909,1.351,CYT
-1.870615,-0.710141,-1.974538,0,0.225167,0.900666,1.195115,NUC
-1.853294,-0.796743,-1.402961,0,-0.502295,0.277128,1.177795,NUC
-2.04382,-0.640859,-1.71473,0,-0.138564,0.571577,1.02191,CYT
-1.264397,-1.420282,-2.130422,0,-1.108513,0.103923,2.04382,NUC
-1.974538,-0.640859,-1.732051,0,-0.277128,0.536936,1.108513,NUC
-1.333679,-1.385641,-1.853294,0,-1.108513,0.277128,1.766692,MIT
-2.286307,-0.744782,-1.957217,0,-0.398372,0.363731,1.299038,CYT
-2.286307,-0.744782,-1.957217,0,-0.398372,0.363731,1.299038,CYT
-1.749371,-0.866025,-1.69741,0,-0.467654,0.502295,1.247077,CYT
-2.320948,-0.311769,-1.749371,0,-0.086603,0.6755,1.108513,NUC
-1.905256,-0.848705,-1.801333,0,-0.519615,0.571577,1.281718,NUC
-1.801333,-0.779423,-1.524205,0,-0.121244,0.588897,1.160474,ME3
-1.628128,-0.814064,-1.454923,0,-0.32909,0.381051,1.195115,ME3
-1.333679,-0.987269,-1.437602,0,-0.086603,0.381051,1.36832,ME3
-1.645448,-0.727461,-1.385641,0,-0.623538,0.034641,1.541525,ME3
-2.009179,-0.259808,-1.281718,0,0.103923,0.571577,1.073872,ME3
-1.939897,-0.727461,-1.680089,0,-0.190526,0.363731,1.281718,NUC
-1.662769,-0.779423,-1.818653,0,-0.069282,0.710141,1.160474,CYT
-1.71473,-0.866025,-1.645448,0,-0.744782,0.381051,1.247077,CYT
-2.095781,-0.588897,-1.662769,0,0.155885,0.519615,1.056551,CYT
-1.229756,-1.316359,-1.939897,0,-0.311769,0.398372,1.69741,MIT
-1.524205,-1.091192,-1.489564,0,0.727461,0.103923,1.472243,POX
-1.835974,-0.900666,-1.506884,0,-0.606218,-0.034641,1.472243,NUC
-1.610807,-0.987269,-1.385641,0,-0.935307,-0.069282,1.489564,NUC
-1.853294,-0.831384,-1.610807,0,-0.363731,0.277128,1.212436,NUC
-1.004589,-1.593487,-1.610807,0,-1.091192,-0.467654,1.974538,CYT
-2.130422,-0.831384,-1.784012,0,-0.173205,0.277128,1.212436,CYT
-1.905256,-0.658179,-1.628128,0,-0.277128,0.519615,1.03923,CYT
-1.835974,-0.762102,-1.558846,0,-0.554256,0.34641,1.143154,CYT
-1.299038,-1.402961,-1.905256,0,-0.727461,0.069282,1.835974,CYT
-1.905256,-1.056551,-2.165064,0,-0.294449,0.710141,1.437602,CYT
-1.853294,-0.814064,-1.853294,0,0.086603,0.658179,1.195115,CYT
-1.853294,-0.796743,-1.853294,0,0.121244,0.727461,1.177795,CYT
-1.732051,-1.073872,-1.628128,0,-0.415692,0.311769,1.454923,CYT
-1.71473,-1.004589,-1.766692,0,-0.727461,0.381051,1.437602,CYT
-1.939897,-0.796743,-1.610807,0,-0.225167,0.536936,1.177795,CYT
-1.437602,-0.935307,-1.870615,0,-0.536936,0.744782,1.316359,ME1
-1.212436,-1.160474,-1.784012,0,-0.484974,0.6755,1.541525,MIT
-1.922576,-0.969948,-1.766692,0,-0.519615,0.363731,1.351,CYT
-1.281718,-1.420282,-1.766692,0,-1.03923,-0.051962,1.887935,MIT
-1.02191,-1.506884,-1.749371,0,-1.143154,-0.034641,1.887935,MIT
-1.264397,-1.316359,-1.905256,0,-0.762102,0.051962,1.69741,MIT
-1.472243,-1.247077,-2.009179,0,-0.831384,0.155885,1.69741,MIT
-1.437602,-0.987269,-1.662769,0,-0.779423,0.571577,1.472243,MIT
-1.36832,-1.125833,-1.69741,0,-0.831384,0.536936,1.506884,MIT
-1.437602,-0.917987,-1.402961,0,-0.588897,0.173205,1.402961,MIT
-1.420282,-1.108513,-1.749371,0,-0.6755,0.34641,1.541525,MIT
-2.113102,-0.519615,-1.610807,0,-0.225167,0.32909,0.900666,MIT
-1.247077,-1.299038,-1.576166,0,-0.866025,0.017321,1.680089,MIT
-0.900666,-1.472243,-1.71473,0,-0.779423,-0.121244,1.922576,MIT
-1.454923,-0.883346,-1.645448,0,-0.363731,0.6755,1.264397,MIT
-1.316359,-1.091192,-1.991858,0,-0.173205,0.744782,1.472243,MIT
-1.402961,-1.333679,-1.939897,0,-0.814064,0.017321,1.71473,MIT
-1.02191,-1.212436,-1.784012,0,-0.536936,0.069282,1.593487,MIT
-1.143154,-1.212436,-1.472243,0,-0.883346,-0.155885,1.593487,MIT
-1.004589,-1.69741,-1.662769,0,-1.385641,-0.519615,2.078461,MIT
-1.125833,-1.264397,-1.766692,0,-0.415692,0.121244,1.645448,MIT
-1.091192,-1.420282,-1.558846,0,-1.108513,-0.155885,1.801333,MIT
-1.541525,-0.917987,-1.974538,0,-0.415692,0.6755,1.299038,MIT
-1.558846,-0.935307,-1.680089,0,-0.484974,0.398372,1.316359,CYT
-1.784012,-0.866025,-1.991858,0,0.103923,0.779423,1.299038,CYT
-2.078461,-0.779423,-1.732051,0,-0.502295,0.484974,1.160474,CYT
-1.853294,-0.848705,-2.37291,0,-0.32909,0.969948,1.229756,EXC
-1.420282,-1.437602,-1.818653,0,-0.969948,-0.051962,1.818653,MIT
-1.472243,-1.091192,-2.182384,0,-0.433013,0.917987,1.472243,ME1
-2.684679,-0.969948,-2.286307,0,0.311769,0.848705,1.351,ERL
-2.009179,-0.831384,-2.06114,0,-0.744782,0.640859,1.524205,VAC
-1.645448,-0.727461,-1.576166,0,-0.121244,0.69282,1.108513,ME3
-1.784012,-0.710141,-1.732051,0,-0.294449,0.606218,1.091192,NUC
-1.853294,-0.727461,-1.732051,0,-0.519615,0.294449,1.108513,CYT
-1.887935,-0.710141,-1.71473,0,-0.484974,0.34641,1.091192,CYT
-1.818653,-0.710141,-1.749371,0,-0.259808,0.762102,1.091192,NUC
-1.957217,-0.796743,-1.801333,0,-0.571577,0.225167,1.177795,NUC
-1.974538,-0.450333,-1.558846,0,0.086603,0.433013,0.814064,NUC
-1.437602,-0.987269,-1.71473,0,-0.640859,0.588897,1.36832,ME2
-1.957217,-0.6755,-1.957217,0,0.952628,0.588897,1.056551,POX
-1.922576,-0.744782,-1.69741,0,-0.242487,0.484974,1.177795,NUC
-1.489564,-1.177795,-1.732051,0,-0.640859,-0.103923,1.766692,NUC
-1.732051,-0.69282,-1.212436,0,-0.34641,0.398372,1.229756,ME3
-1.69741,-0.814064,-2.199705,0,-0.398372,0.952628,1.195115,EXC
-1.784012,-0.814064,-2.234346,0,-0.450333,0.900666,1.195115,EXC
-2.078461,-0.571577,-1.887935,0,0,0.623538,1.03923,CYT
-2.251666,-0.866025,-2.182384,0,-0.155885,0.588897,1.247077,CYT
-2.251666,-0.866025,-2.182384,0,-0.155885,0.588897,1.247077,CYT
-1.558846,-1.091192,-1.645448,0,-0.762102,0.190526,1.472243,MIT
-2.217025,-0.900666,-2.165064,0,-0.277128,0.6755,1.281718,MIT
-1.835974,-0.6755,-1.801333,0,0.086603,0.727461,1.056551,MIT
-2.06114,-0.69282,-1.957217,0,-0.207846,0.69282,1.073872,MIT
-2.113102,-0.987269,-2.234346,0,-0.242487,0.606218,1.36832,MIT
-1.541525,-1.212436,-1.454923,0,-0.969948,-0.155885,1.524205,CYT
-2.286307,-0.398372,-1.351,0,-0.190526,0.207846,1.160474,CYT
-1.957217,-0.744782,-1.870615,0,-0.225167,0.6755,1.125833,CYT
-1.472243,-1.073872,-1.957217,0,-0.502295,0.294449,1.784012,MIT
-2.199705,-0.571577,-1.818653,0,0.121244,0.484974,0.952628,MIT
-1.316359,-1.03923,-1.316359,0,-0.779423,0.207846,1.420282,ME3
-1.36832,-0.935307,-1.247077,0,-0.311769,0.32909,1.316359,ME3
-1.749371,-0.900666,-1.818653,0,1.177795,0.519615,1.281718,POX
-2.04382,-0.727461,-1.974538,0,-0.450333,0.640859,1.299038,NUC
-1.835974,-0.536936,-1.281718,0,-0.242487,0.277128,0.917987,NUC
-1.905256,-0.762102,-1.680089,0,-0.502295,0.467654,1.143154,NUC
-1.818653,-0.623538,-1.835974,0,0.363731,1.03923,1.056551,VAC
-1.870615,-0.6755,-1.662769,0,-0.190526,0.051962,1.212436,NUC
-2.147743,-0.554256,-1.71473,0,-0.242487,0.311769,1.195115,NUC
-1.749371,-0.866025,-1.420282,0,-0.554256,0.190526,1.247077,NUC
-1.818653,-0.727461,-1.264397,0,-0.294449,0,1.108513,NUC
-2.095781,-0.606218,-1.905256,0,-0.398372,0.554256,1.247077,NUC
-1.818653,-0.779423,-1.264397,0,-0.502295,0.138564,1.160474,NUC
-1.887935,-0.796743,-1.853294,0,-0.138564,0.450333,1.177795,CYT
-1.853294,-0.796743,-1.662769,0,-0.900666,0.536936,1.177795,CYT
-1.991858,-0.554256,-1.784012,0,-0.415692,0.623538,1.212436,NUC
-1.732051,-0.779423,-1.351,0,-0.588897,-0.034641,1.160474,NUC
-1.351,-1.36832,-2.06114,0,-0.814064,0.051962,1.991858,MIT
-1.939897,-0.6755,-1.610807,0,-0.259808,0.433013,1.056551,NUC
-2.04382,-0.554256,-1.784012,0,-0.103923,0.727461,0.987269,NUC
-1.922576,-0.796743,-1.957217,0,-0.311769,0.69282,1.316359,NUC
-1.680089,-0.796743,-1.437602,0,-0.519615,0.450333,1.177795,ME2
-2.009179,-0.658179,-1.524205,0,-0.484974,0.32909,1.160474,CYT
-1.437602,-1.125833,-1.593487,0,-1.402961,-0.623538,2.217025,NUC
-2.009179,-0.34641,-1.558846,0,-0.225167,0.6755,1.160474,ME3
-1.870615,-0.883346,-1.853294,0,-0.467654,0.571577,1.264397,CYT
-2.147743,-0.588897,-1.541525,0,-0.727461,0.311769,1.056551,NUC
-1.645448,-0.831384,-1.71473,0,-0.069282,0.519615,1.212436,NUC
-1.749371,-0.606218,-1.576166,0,-0.554256,0.935307,0.987269,ME2
-1.853294,-0.866025,-1.69741,0,-0.277128,0.467654,1.247077,CYT
-1.887935,-0.6755,-1.801333,0,-0.294449,0.571577,1.195115,CYT
-2.04382,-0.640859,-1.662769,0,-0.086603,0.484974,1.02191,NUC
-1.541525,-0.744782,-1.36832,0,-0.190526,0.467654,1.281718,ME3
-1.402961,-0.935307,-1.766692,0,-0.588897,0.814064,1.316359,ME1
-2.424871,-0.259808,-1.71473,0,-0.381051,0.606218,1.091192,CYT
-1.628128,-1.160474,-1.905256,0,-0.484974,0.415692,1.541525,CYT
-1.610807,-1.160474,-1.887935,0,-0.484974,0.415692,1.541525,CYT
-1.680089,-0.796743,-1.437602,0,-0.069282,0.484974,1.177795,ME3
-1.645448,-0.658179,-1.939897,0,0.225167,1.056551,1.03923,ME3
-1.454923,-0.987269,-1.645448,0,-0.762102,0.502295,1.36832,ME2
-1.784012,-0.779423,-1.784012,0,-0.259808,0.831384,1.160474,ME3
-1.506884,-1.108513,-1.974538,0,-0.433013,0.536936,1.489564,CYT
-1.732051,-0.796743,-1.784012,0,-0.277128,0.744782,1.177795,ME2
-1.801333,-0.831384,-1.801333,0,-0.450333,0.6755,1.299038,CYT
-1.558846,-0.935307,-1.749371,0,-0.987269,0.6755,1.316359,ME2
-1.784012,-0.796743,-1.749371,0,-0.294449,0.727461,1.177795,CYT
-1.576166,-0.883346,-1.766692,0,-0.433013,0.6755,1.264397,ME3
-1.593487,-0.831384,-1.576166,0,-0.433013,0.606218,1.212436,ME3
-1.662769,-0.779423,-1.541525,0,-0.121244,0.467654,1.160474,ME3
-1.991858,-0.727461,-1.766692,0,0.017321,0.606218,1.108513,CYT
-1.69741,-0.831384,-1.437602,0,-0.277128,0.32909,1.212436,ME2
-1.818653,-0.762102,-1.801333,0,-0.34641,0.779423,1.143154,CYT
-1.645448,-0.866025,-1.905256,0,-0.121244,0.848705,1.247077,ME3
-1.680089,-0.69282,-1.662769,0,-0.519615,0.6755,1.073872,ME2
-1.957217,-0.710141,-1.593487,0,-0.831384,0.259808,1.541525,NUC
-2.199705,-0.381051,-1.853294,0,0.173205,0.814064,1.125833,NUC
-2.303628,-1.247077,-2.268987,0,0.155885,0.69282,1.628128,ERL
-1.420282,-1.091192,-2.320948,0,-0.433013,0.866025,1.472243,EXC
-2.927166,-0.606218,-1.645448,0,0.710141,0.536936,1.212436,CYT
-1.835974,-0.727461,-1.71473,0,-0.103923,0.640859,1.108513,CYT
-1.576166,-0.935307,-1.835974,0,-0.381051,0.606218,1.316359,CYT
-1.818653,-0.6755,-1.801333,0,-0.259808,0.866025,1.108513,CYT
-1.905256,-0.710141,-1.576166,0,-0.051962,0.381051,1.177795,CYT
-1.749371,-1.02191,-1.991858,0,-0.433013,0.658179,1.402961,CYT
-1.71473,-0.952628,-1.922576,0,-0.433013,0.623538,1.333679,CYT
-2.095781,-0.536936,-1.939897,0,-0.450333,0.762102,1.108513,CYT
-1.524205,-0.866025,-1.177795,0,-0.571577,0.311769,1.247077,ME3
-1.593487,-0.831384,-1.680089,0,-0.32909,0.571577,1.212436,ME3
-1.610807,-0.536936,-1.247077,0,-0.051962,0.554256,1.004589,ME3
-2.424871,-0.121244,-1.610807,0,0.086603,0.623538,0.969948,NUC
-1.333679,-0.917987,-2.130422,0,-0.415692,0.796743,1.299038,EXC
-1.905256,-0.744782,-1.922576,0,1.02191,0.814064,1.125833,POX
-1.645448,-0.935307,-1.593487,0,-0.415692,0.467654,1.316359,POX
-1.939897,-0.814064,-1.610807,0,-0.311769,0.32909,1.195115,CYT
-1.628128,-1.03923,-2.06114,0,-0.588897,0.814064,1.420282,ME1
-2.598076,-0.190526,-1.887935,0,-0.433013,0.658179,1.351,NUC
-1.71473,-0.710141,-1.593487,0,-0.121244,0.606218,1.160474,ME3
-1.177795,-1.177795,-1.922576,0,-1.091192,0.519615,1.71473,ME1
-1.212436,-1.247077,-2.234346,0,-0.606218,0.848705,1.628128,ME2
-1.974538,-0.796743,-1.662769,0,-0.398372,0.450333,1.177795,CYT
-2.078461,-0.640859,-1.818653,0,-0.259808,0.536936,1.125833,CYT
-1.229756,-1.36832,-1.558846,0,-0.917987,-0.225167,1.749371,CYT
-1.420282,-0.969948,-1.143154,0,-0.536936,0.207846,1.351,ME3
-1.576166,-1.108513,-1.905256,0,-0.779423,0.502295,1.489564,CYT
-1.402961,-1.004589,-1.593487,0,-0.207846,0.450333,1.437602,ME3
-1.004589,-1.333679,-1.766692,0,-1.645448,-0.207846,2.199705,ME1
-1.680089,-1.03923,-1.939897,0,-0.433013,0.502295,1.420282,CYT
-1.853294,-0.917987,-1.818653,0,-0.32909,0.277128,1.299038,NUC
-1.887935,-0.952628,-2.130422,0,-0.484974,0.588897,1.541525,CYT
-1.610807,-0.969948,-1.333679,0,-0.710141,0.242487,1.351,CYT
-2.009179,-0.658179,-1.905256,0,-0.363731,0.744782,1.160474,CYT
-2.234346,0.034641,-1.939897,0,0.225167,0.744782,0.69282,NUC
-1.628128,-0.762102,-1.524205,0,-0.155885,0.623538,1.143154,ME3
